date,geography_name,geography_code,sex,hours,variable_name,value
2022,Lancashire,E10000017,All,All,percent,13.9
2022,Burnley,E07000117,All,All,number_of_jobs_000s,6
2022,Burnley,E07000117,All,All,percent,16.7
2022,Chorley,E07000118,All,All,number_of_jobs_000s,6
2022,Chorley,E07000118,All,All,percent,19.3
2022,Fylde,E07000119,All,All,number_of_jobs_000s,5
2022,Fylde,E07000119,All,All,percent,12.2
2022,Hyndburn,E07000120,All,All,number_of_jobs_000s,NA
2022,Hyndburn,E07000120,All,All,percent,19.8
2022,Lancaster,E07000121,All,All,number_of_jobs_000s,8
2022,Lancaster,E07000121,All,All,percent,14.9
2022,Pendle,E07000122,All,All,number_of_jobs_000s,NA
2022,Pendle,E07000122,All,All,percent,NA
2022,Preston,E07000123,All,All,number_of_jobs_000s,12
2022,Preston,E07000123,All,All,percent,12.7
2022,Ribble Valley,E07000124,All,All,number_of_jobs_000s,NA
2022,Ribble Valley,E07000124,All,All,percent,NA
2022,Rossendale,E07000125,All,All,number_of_jobs_000s,NA
2022,Rossendale,E07000125,All,All,percent,NA
2022,South Ribble,E07000126,All,All,number_of_jobs_000s,NA
2022,South Ribble,E07000126,All,All,percent,NA
2022,West Lancashire,E07000127,All,All,number_of_jobs_000s,5
2022,West Lancashire,E07000127,All,All,percent,12.6
2022,Wyre,E07000128,All,All,number_of_jobs_000s,6
2022,Wyre,E07000128,All,All,percent,19.2
2022,Merseyside Met County,E11000002,All,All,number_of_jobs_000s,62
2022,Merseyside Met County,E11000002,All,All,percent,12.5
2022,Knowsley,E08000011,All,All,number_of_jobs_000s,8
2022,Knowsley,E08000011,All,All,percent,13.1
2022,Liverpool,E08000012,All,All,number_of_jobs_000s,24
2022,Liverpool,E08000012,All,All,percent,11.1
2022,St. Helens,E08000013,All,All,number_of_jobs_000s,7
2022,St. Helens,E08000013,All,All,percent,14.6
2022,Sefton,E08000014,All,All,number_of_jobs_000s,12
2022,Sefton,E08000014,All,All,percent,14
2022,Wirral,E08000015,All,All,number_of_jobs_000s,10
2022,Wirral,E08000015,All,All,percent,13.1
2022,Yorkshire and The Humber,E12000003,All,All,number_of_jobs_000s,368
2022,Yorkshire and The Humber,E12000003,All,All,percent,15.8
2022,East Riding of Yorkshire UA,E06000011,All,All,number_of_jobs_000s,18
2022,East Riding of Yorkshire UA,E06000011,All,All,percent,14.1
2022,Kingston upon Hull UA,E06000010,All,All,number_of_jobs_000s,16
2022,Kingston upon Hull UA,E06000010,All,All,percent,13.4
2022,North East Lincolnshire UA,E06000012,All,All,number_of_jobs_000s,10
2022,North East Lincolnshire UA,E06000012,All,All,percent,19.9
2022,North Lincolnshire UA,E06000013,All,All,number_of_jobs_000s,8
2022,North Lincolnshire UA,E06000013,All,All,percent,11.6
2022,York UA,E06000014,All,All,number_of_jobs_000s,12
2022,York UA,E06000014,All,All,percent,11.1
2022,North Yorkshire,E10000023,All,All,number_of_jobs_000s,32
2022,North Yorkshire,E10000023,All,All,percent,11.9
2022,Craven,E07000163,All,All,number_of_jobs_000s,NA
2022,Craven,E07000163,All,All,percent,NA
2022,Hambleton,E07000164,All,All,number_of_jobs_000s,5
2022,Hambleton,E07000164,All,All,percent,14
2022,Harrogate,E07000165,All,All,number_of_jobs_000s,6
2022,Harrogate,E07000165,All,All,percent,7.6
2022,Richmondshire,E07000166,All,All,number_of_jobs_000s,NA
2022,Richmondshire,E07000166,All,All,percent,NA
2022,Ryedale,E07000167,All,All,number_of_jobs_000s,NA
2022,Ryedale,E07000167,All,All,percent,NA
2022,Scarborough,E07000168,All,All,number_of_jobs_000s,7
2022,Scarborough,E07000168,All,All,percent,14.9
2022,Selby,E07000169,All,All,number_of_jobs_000s,NA
2022,Selby,E07000169,All,All,percent,11.7
2022,South Yorkshire Met County,E11000003,All,All,number_of_jobs_000s,70
2022,South Yorkshire Met County,E11000003,All,All,percent,14.2
2022,Barnsley,E08000016,All,All,number_of_jobs_000s,10
2022,Barnsley,E08000016,All,All,percent,12.7
2022,Doncaster,E08000017,All,All,number_of_jobs_000s,18
2022,Doncaster,E08000017,All,All,percent,17.7
2022,Rotherham,E08000018,All,All,number_of_jobs_000s,13
2022,Rotherham,E08000018,All,All,percent,14.3
2022,Sheffield,E08000019,All,All,number_of_jobs_000s,30
2022,Sheffield,E08000019,All,All,percent,13.1
2022,West Yorkshire Met County,E11000006,All,All,number_of_jobs_000s,202
2022,West Yorkshire Met County,E11000006,All,All,percent,18.6
2022,Bradford,E08000032,All,All,number_of_jobs_000s,26
2022,Bradford,E08000032,All,All,percent,14.4
2022,Calderdale,E08000033,All,All,number_of_jobs_000s,11
2022,Calderdale,E08000033,All,All,percent,13.3
2022,Kirklees,E08000034,All,All,number_of_jobs_000s,23
2022,Kirklees,E08000034,All,All,percent,16.6
2022,Leeds,E08000035,All,All,number_of_jobs_000s,123
2022,Leeds,E08000035,All,All,percent,22.7
2022,Wakefield,E08000036,All,All,number_of_jobs_000s,19
2022,Wakefield,E08000036,All,All,percent,13.2
2022,North East,E12000001,Male,All,number_of_jobs_000s,62
2022,North East,E12000001,Male,All,percent,12.5
2022,Darlington UA,E06000005,Male,All,number_of_jobs_000s,NA
2022,Darlington UA,E06000005,Male,All,percent,NA
2022,Hartlepool UA,E06000001,Male,All,number_of_jobs_000s,NA
2022,Hartlepool UA,E06000001,Male,All,percent,NA
2022,Middlesbrough UA,E06000002,Male,All,number_of_jobs_000s,NA
2022,Middlesbrough UA,E06000002,Male,All,percent,NA
2022,Redcar and Cleveland UA,E06000003,Male,All,number_of_jobs_000s,NA
2022,Redcar and Cleveland UA,E06000003,Male,All,percent,NA
2022,Stockton-on-Tees UA,E06000004,Male,All,number_of_jobs_000s,NA
2022,Stockton-on-Tees UA,E06000004,Male,All,percent,NA
2022,County Durham UA,E06000047,Male,All,number_of_jobs_000s,13
2022,County Durham UA,E06000047,Male,All,percent,14.3
2022,Northumberland UA,E06000057,Male,All,number_of_jobs_000s,5
2022,Northumberland UA,E06000057,Male,All,percent,9.9
2022,Tyne and Wear Met County,E11000007,Male,All,number_of_jobs_000s,29
2022,Tyne and Wear Met County,E11000007,Male,All,percent,11.8
2022,Gateshead,E08000037,Male,All,number_of_jobs_000s,6
2022,Gateshead,E08000037,Male,All,percent,13.3
2022,Newcastle upon Tyne,E08000021,Male,All,number_of_jobs_000s,10
2022,Newcastle upon Tyne,E08000021,Male,All,percent,10.8
2022,North Tyneside,E08000022,Male,All,number_of_jobs_000s,NA
2022,North Tyneside,E08000022,Male,All,percent,NA
2022,South Tyneside,E08000023,Male,All,number_of_jobs_000s,NA
2022,South Tyneside,E08000023,Male,All,percent,NA
2022,Sunderland,E08000024,Male,All,number_of_jobs_000s,8
2022,Sunderland,E08000024,Male,All,percent,13
2022,North West,E12000002,Male,All,number_of_jobs_000s,147
2022,North West,E12000002,Male,All,percent,10.1
2022,Blackburn with Darwen UA,E06000008,Male,All,number_of_jobs_000s,NA
2022,Blackburn with Darwen UA,E06000008,Male,All,percent,NA
2022,Blackpool UA,E06000009,Male,All,number_of_jobs_000s,7
2022,Blackpool UA,E06000009,Male,All,percent,23.6
2022,Halton UA,E06000006,Male,All,number_of_jobs_000s,NA
2022,Halton UA,E06000006,Male,All,percent,NA
2022,Warrington UA,E06000007,Male,All,number_of_jobs_000s,NA
2022,Warrington UA,E06000007,Male,All,percent,7.6
2022,Cheshire East UA,E06000049,Male,All,number_of_jobs_000s,5
2022,Cheshire East UA,E06000049,Male,All,percent,6
2022,Cheshire West and Chester,E06000050,Male,All,number_of_jobs_000s,7
2022,Cheshire West and Chester,E06000050,Male,All,percent,10.9
2022,Cumbria,E10000006,Male,All,number_of_jobs_000s,10
2022,Cumbria,E10000006,Male,All,percent,8.8
2022,Allerdale,E07000026,Male,All,number_of_jobs_000s,NA
2022,Allerdale,E07000026,Male,All,percent,NA
2022,Barrow-in-Furness,E07000027,Male,All,number_of_jobs_000s,NA
2022,Barrow-in-Furness,E07000027,Male,All,percent,NA
2022,Carlisle,E07000028,Male,All,number_of_jobs_000s,NA
2022,Carlisle,E07000028,Male,All,percent,NA
2022,Copeland,E07000029,Male,All,number_of_jobs_000s,NA
2022,Copeland,E07000029,Male,All,percent,NA
2022,Eden,E07000030,Male,All,number_of_jobs_000s,NA
2022,Eden,E07000030,Male,All,percent,NA
2022,South Lakeland,E07000031,Male,All,number_of_jobs_000s,NA
2022,South Lakeland,E07000031,Male,All,percent,NA
2022,Greater Manchester Met County,E11000001,Male,All,number_of_jobs_000s,61
2022,Greater Manchester Met County,E11000001,Male,All,percent,10.9
2022,Bolton,E08000001,Male,All,number_of_jobs_000s,6
2022,Bolton,E08000001,Male,All,percent,13.2
2022,Bury,E08000002,Male,All,number_of_jobs_000s,NA
2022,Bury,E08000002,Male,All,percent,NA
2022,Manchester,E08000003,Male,All,number_of_jobs_000s,17
2022,Manchester,E08000003,Male,All,percent,9.3
2022,Oldham,E08000004,Male,All,number_of_jobs_000s,6
2022,Oldham,E08000004,Male,All,percent,16
2022,Rochdale,E08000005,Male,All,number_of_jobs_000s,8
2022,Rochdale,E08000005,Male,All,percent,21.2
2022,Salford,E08000006,Male,All,number_of_jobs_000s,NA
2022,Salford,E08000006,Male,All,percent,8.2
2022,Stockport,E08000007,Male,All,number_of_jobs_000s,5
2022,Stockport,E08000007,Male,All,percent,10.1
2022,Tameside,E08000008,Male,All,number_of_jobs_000s,NA
2022,Tameside,E08000008,Male,All,percent,NA
2022,Trafford,E08000009,Male,All,number_of_jobs_000s,6
2022,Trafford,E08000009,Male,All,percent,10.3
2022,Wigan,E08000010,Male,All,number_of_jobs_000s,NA
2022,Wigan,E08000010,Male,All,percent,NA
2022,Lancashire,E10000017,Male,All,number_of_jobs_000s,23
2022,Lancashire,E10000017,Male,All,percent,9.6
2022,Burnley,E07000117,Male,All,number_of_jobs_000s,NA
2022,Burnley,E07000117,Male,All,percent,NA
2022,Chorley,E07000118,Male,All,number_of_jobs_000s,NA
2022,Chorley,E07000118,Male,All,percent,NA
2022,Fylde,E07000119,Male,All,number_of_jobs_000s,NA
2022,Fylde,E07000119,Male,All,percent,NA
2022,Hyndburn,E07000120,Male,All,number_of_jobs_000s,NA
2022,Hyndburn,E07000120,Male,All,percent,NA
2022,Lancaster,E07000121,Male,All,number_of_jobs_000s,NA
2022,Lancaster,E07000121,Male,All,percent,NA
2022,Pendle,E07000122,Male,All,number_of_jobs_000s,NA
2022,Pendle,E07000122,Male,All,percent,NA
2022,Preston,E07000123,Male,All,number_of_jobs_000s,6
2022,Preston,E07000123,Male,All,percent,13.7
2022,Ribble Valley,E07000124,Male,All,number_of_jobs_000s,NA
2022,Ribble Valley,E07000124,Male,All,percent,NA
2022,Rossendale,E07000125,Male,All,number_of_jobs_000s,NA
2022,Rossendale,E07000125,Male,All,percent,NA
2022,South Ribble,E07000126,Male,All,number_of_jobs_000s,NA
2022,South Ribble,E07000126,Male,All,percent,NA
2022,West Lancashire,E07000127,Male,All,number_of_jobs_000s,NA
2022,West Lancashire,E07000127,Male,All,percent,NA
2022,Wyre,E07000128,Male,All,number_of_jobs_000s,NA
2022,Wyre,E07000128,Male,All,percent,NA
2022,Merseyside Met County,E11000002,Male,All,number_of_jobs_000s,22
2022,Merseyside Met County,E11000002,Male,All,percent,9.6
2022,Knowsley,E08000011,Male,All,number_of_jobs_000s,NA
2022,Knowsley,E08000011,Male,All,percent,NA
2022,Liverpool,E08000012,Male,All,number_of_jobs_000s,9
2022,Liverpool,E08000012,Male,All,percent,8.4
2022,St. Helens,E08000013,Male,All,number_of_jobs_000s,NA
2022,St. Helens,E08000013,Male,All,percent,NA
2022,Sefton,E08000014,Male,All,number_of_jobs_000s,NA
2022,Sefton,E08000014,Male,All,percent,NA
2022,Wirral,E08000015,Male,All,number_of_jobs_000s,NA
2022,Wirral,E08000015,Male,All,percent,NA
2022,Yorkshire and The Humber,E12000003,Male,All,number_of_jobs_000s,139
2022,Yorkshire and The Humber,E12000003,Male,All,percent,11.8
2022,East Riding of Yorkshire UA,E06000011,Male,All,number_of_jobs_000s,7
2022,East Riding of Yorkshire UA,E06000011,Male,All,percent,11.3
2022,Kingston upon Hull UA,E06000010,Male,All,number_of_jobs_000s,6
2022,Kingston upon Hull UA,E06000010,Male,All,percent,10.5
2022,North East Lincolnshire UA,E06000012,Male,All,number_of_jobs_000s,NA
2022,North East Lincolnshire UA,E06000012,Male,All,percent,NA
2022,North Lincolnshire UA,E06000013,Male,All,number_of_jobs_000s,NA
2022,North Lincolnshire UA,E06000013,Male,All,percent,NA
2022,York UA,E06000014,Male,All,number_of_jobs_000s,6
2022,York UA,E06000014,Male,All,percent,10.3
2022,North Yorkshire,E10000023,Male,All,number_of_jobs_000s,12
2022,North Yorkshire,E10000023,Male,All,percent,8.7
2022,Craven,E07000163,Male,All,number_of_jobs_000s,NA
2022,Craven,E07000163,Male,All,percent,NA
2022,Hambleton,E07000164,Male,All,number_of_jobs_000s,NA
2022,Hambleton,E07000164,Male,All,percent,NA
2022,Harrogate,E07000165,Male,All,number_of_jobs_000s,NA
2022,Harrogate,E07000165,Male,All,percent,NA
2022,Richmondshire,E07000166,Male,All,number_of_jobs_000s,NA
2022,Richmondshire,E07000166,Male,All,percent,0
2022,Ryedale,E07000167,Male,All,number_of_jobs_000s,NA
2022,Ryedale,E07000167,Male,All,percent,NA
2022,Scarborough,E07000168,Male,All,number_of_jobs_000s,NA
2022,Scarborough,E07000168,Male,All,percent,NA
2022,Selby,E07000169,Male,All,number_of_jobs_000s,NA
2022,Selby,E07000169,Male,All,percent,NA
2022,South Yorkshire Met County,E11000003,Male,All,number_of_jobs_000s,25
2022,South Yorkshire Met County,E11000003,Male,All,percent,9.9
2022,Barnsley,E08000016,Male,All,number_of_jobs_000s,NA
2022,Barnsley,E08000016,Male,All,percent,NA
2022,Doncaster,E08000017,Male,All,number_of_jobs_000s,6
2022,Doncaster,E08000017,Male,All,percent,11.1
2022,Rotherham,E08000018,Male,All,number_of_jobs_000s,NA
2022,Rotherham,E08000018,Male,All,percent,NA
2022,Sheffield,E08000019,Male,All,number_of_jobs_000s,11
2022,Sheffield,E08000019,Male,All,percent,9.9
2022,West Yorkshire Met County,E11000006,Male,All,number_of_jobs_000s,78
2022,West Yorkshire Met County,E11000006,Male,All,percent,14.2
2022,Bradford,E08000032,Male,All,number_of_jobs_000s,11
2022,Bradford,E08000032,Male,All,percent,12.4
2022,Calderdale,E08000033,Male,All,number_of_jobs_000s,NA
2022,Calderdale,E08000033,Male,All,percent,NA
2022,Kirklees,E08000034,Male,All,number_of_jobs_000s,10
2022,Kirklees,E08000034,Male,All,percent,13.3
2022,Leeds,E08000035,Male,All,number_of_jobs_000s,49
2022,Leeds,E08000035,Male,All,percent,17.7
2022,Wakefield,E08000036,Male,All,number_of_jobs_000s,5
2022,Wakefield,E08000036,Male,All,percent,7.4
2022,North East,E12000001,Female,All,number_of_jobs_000s,93
2022,North East,E12000001,Female,All,percent,16.9
2022,Darlington UA,E06000005,Female,All,number_of_jobs_000s,5
2022,Darlington UA,E06000005,Female,All,percent,16.5
2022,Hartlepool UA,E06000001,Female,All,number_of_jobs_000s,NA
2022,Hartlepool UA,E06000001,Female,All,percent,NA
2022,Middlesbrough UA,E06000002,Female,All,number_of_jobs_000s,6
2022,Middlesbrough UA,E06000002,Female,All,percent,23.9
2022,Redcar and Cleveland UA,E06000003,Female,All,number_of_jobs_000s,NA
2022,Redcar and Cleveland UA,E06000003,Female,All,percent,27.7
2022,Stockton-on-Tees UA,E06000004,Female,All,number_of_jobs_000s,6
2022,Stockton-on-Tees UA,E06000004,Female,All,percent,15.6
2022,County Durham UA,E06000047,Female,All,number_of_jobs_000s,17
2022,County Durham UA,E06000047,Female,All,percent,18.9
2022,Northumberland UA,E06000057,Female,All,number_of_jobs_000s,10
2022,Northumberland UA,E06000057,Female,All,percent,17
2022,Tyne and Wear Met County,E11000007,Female,All,number_of_jobs_000s,42
2022,Tyne and Wear Met County,E11000007,Female,All,percent,15.4
2022,Gateshead,E08000037,Female,All,number_of_jobs_000s,8
2022,Gateshead,E08000037,Female,All,percent,18.9
2022,Newcastle upon Tyne,E08000021,Female,All,number_of_jobs_000s,13
2022,Newcastle upon Tyne,E08000021,Female,All,percent,12.5
2022,North Tyneside,E08000022,Female,All,number_of_jobs_000s,6
2022,North Tyneside,E08000022,Female,All,percent,14.8
2022,South Tyneside,E08000023,Female,All,number_of_jobs_000s,5
2022,South Tyneside,E08000023,Female,All,percent,24.3
2022,Sunderland,E08000024,Female,All,number_of_jobs_000s,9
2022,Sunderland,E08000024,Female,All,percent,15.4
2022,North West,E12000002,Female,All,number_of_jobs_000s,220
2022,North West,E12000002,Female,All,percent,14.9
2022,Blackburn with Darwen UA,E06000008,Female,All,number_of_jobs_000s,NA
2022,Blackburn with Darwen UA,E06000008,Female,All,percent,NA
2022,Blackpool UA,E06000009,Female,All,number_of_jobs_000s,5
2022,Blackpool UA,E06000009,Female,All,percent,14.1
2022,Halton UA,E06000006,Female,All,number_of_jobs_000s,5
2022,Halton UA,E06000006,Female,All,percent,20.2
2022,Warrington UA,E06000007,Female,All,number_of_jobs_000s,7
2022,Warrington UA,E06000007,Female,All,percent,14
2022,Cheshire East UA,E06000049,Female,All,number_of_jobs_000s,10
2022,Cheshire East UA,E06000049,Female,All,percent,12.1
2022,Cheshire West and Chester,E06000050,Female,All,number_of_jobs_000s,8
2022,Cheshire West and Chester,E06000050,Female,All,percent,10.9
2022,Cumbria,E10000006,Female,All,number_of_jobs_000s,17
2022,Cumbria,E10000006,Female,All,percent,17
2022,Allerdale,E07000026,Female,All,number_of_jobs_000s,NA
2022,Allerdale,E07000026,Female,All,percent,NA
2022,Barrow-in-Furness,E07000027,Female,All,number_of_jobs_000s,NA
2022,Barrow-in-Furness,E07000027,Female,All,percent,NA
2022,Carlisle,E07000028,Female,All,number_of_jobs_000s,NA
2022,Carlisle,E07000028,Female,All,percent,NA
2022,Copeland,E07000029,Female,All,number_of_jobs_000s,NA
2022,Copeland,E07000029,Female,All,percent,NA
2022,Eden,E07000030,Female,All,number_of_jobs_000s,NA
2022,Eden,E07000030,Female,All,percent,NA
2022,South Lakeland,E07000031,Female,All,number_of_jobs_000s,NA
2022,South Lakeland,E07000031,Female,All,percent,NA
2022,Greater Manchester Met County,E11000001,Female,All,number_of_jobs_000s,81
2022,Greater Manchester Met County,E11000001,Female,All,percent,14
2022,Bolton,E08000001,Female,All,number_of_jobs_000s,6
2022,Bolton,E08000001,Female,All,percent,14.5
2022,Bury,E08000002,Female,All,number_of_jobs_000s,NA
2022,Bury,E08000002,Female,All,percent,13.6
2022,Manchester,E08000003,Female,All,number_of_jobs_000s,19
2022,Manchester,E08000003,Female,All,percent,10.1
2022,Oldham,E08000004,Female,All,number_of_jobs_000s,8
2022,Oldham,E08000004,Female,All,percent,19.8
2022,Rochdale,E08000005,Female,All,number_of_jobs_000s,8
2022,Rochdale,E08000005,Female,All,percent,23.2
2022,Salford,E08000006,Female,All,number_of_jobs_000s,6
2022,Salford,E08000006,Female,All,percent,9.5
2022,Stockport,E08000007,Female,All,number_of_jobs_000s,7
2022,Stockport,E08000007,Female,All,percent,14.1
2022,Tameside,E08000008,Female,All,number_of_jobs_000s,7
2022,Tameside,E08000008,Female,All,percent,27.3
2022,Trafford,E08000009,Female,All,number_of_jobs_000s,6
2022,Trafford,E08000009,Female,All,percent,11.6
2022,Wigan,E08000010,Female,All,number_of_jobs_000s,9
2022,Wigan,E08000010,Female,All,percent,18
2022,Lancashire,E10000017,Female,All,number_of_jobs_000s,43
2022,Lancashire,E10000017,Female,All,percent,18.3
2022,Burnley,E07000117,Female,All,number_of_jobs_000s,NA
2022,Burnley,E07000117,Female,All,percent,NA
2022,Chorley,E07000118,Female,All,number_of_jobs_000s,NA
2022,Chorley,E07000118,Female,All,percent,22.1
2022,Fylde,E07000119,Female,All,number_of_jobs_000s,NA
2022,Fylde,E07000119,Female,All,percent,NA
2022,Hyndburn,E07000120,Female,All,number_of_jobs_000s,NA
2022,Hyndburn,E07000120,Female,All,percent,31.6
2022,Lancaster,E07000121,Female,All,number_of_jobs_000s,NA
2022,Lancaster,E07000121,Female,All,percent,20
2022,Pendle,E07000122,Female,All,number_of_jobs_000s,NA
2022,Pendle,E07000122,Female,All,percent,NA
2022,Preston,E07000123,Female,All,number_of_jobs_000s,6
2022,Preston,E07000123,Female,All,percent,12
2022,Ribble Valley,E07000124,Female,All,number_of_jobs_000s,NA
2022,Ribble Valley,E07000124,Female,All,percent,NA
2022,Rossendale,E07000125,Female,All,number_of_jobs_000s,NA
2022,Rossendale,E07000125,Female,All,percent,NA
2022,South Ribble,E07000126,Female,All,number_of_jobs_000s,NA
2022,South Ribble,E07000126,Female,All,percent,NA
2022,West Lancashire,E07000127,Female,All,number_of_jobs_000s,NA
2022,West Lancashire,E07000127,Female,All,percent,NA
2022,Wyre,E07000128,Female,All,number_of_jobs_000s,NA
2022,Wyre,E07000128,Female,All,percent,30.2
2022,Merseyside Met County,E11000002,Female,All,number_of_jobs_000s,39
2022,Merseyside Met County,E11000002,Female,All,percent,15.1
2022,Knowsley,E08000011,Female,All,number_of_jobs_000s,5
2022,Knowsley,E08000011,Female,All,percent,16.8
2022,Liverpool,E08000012,Female,All,number_of_jobs_000s,16
2022,Liverpool,E08000012,Female,All,percent,13.5
2022,St. Helens,E08000013,Female,All,number_of_jobs_000s,NA
2022,St. Helens,E08000013,Female,All,percent,18.6
2022,Sefton,E08000014,Female,All,number_of_jobs_000s,8
2022,Sefton,E08000014,Female,All,percent,16.4
2022,Wirral,E08000015,Female,All,number_of_jobs_000s,6
2022,Wirral,E08000015,Female,All,percent,15
2022,Yorkshire and The Humber,E12000003,Female,All,number_of_jobs_000s,229
2022,Yorkshire and The Humber,E12000003,Female,All,percent,19.9
2022,East Riding of Yorkshire UA,E06000011,Female,All,number_of_jobs_000s,11
2022,East Riding of Yorkshire UA,E06000011,Female,All,percent,16.6
2022,Kingston upon Hull UA,E06000010,Female,All,number_of_jobs_000s,10
2022,Kingston upon Hull UA,E06000010,Female,All,percent,16.3
2022,North East Lincolnshire UA,E06000012,Female,All,number_of_jobs_000s,7
2022,North East Lincolnshire UA,E06000012,Female,All,percent,26.5
2022,North Lincolnshire UA,E06000013,Female,All,number_of_jobs_000s,6
2022,North Lincolnshire UA,E06000013,Female,All,percent,18.2
2022,York UA,E06000014,Female,All,number_of_jobs_000s,6
2022,York UA,E06000014,Female,All,percent,11.9
2022,North Yorkshire,E10000023,Female,All,number_of_jobs_000s,20
2022,North Yorkshire,E10000023,Female,All,percent,15.4
2022,Craven,E07000163,Female,All,number_of_jobs_000s,NA
2022,Craven,E07000163,Female,All,percent,NA
2022,Hambleton,E07000164,Female,All,number_of_jobs_000s,NA
2022,Hambleton,E07000164,Female,All,percent,22.6
2022,Harrogate,E07000165,Female,All,number_of_jobs_000s,NA
2022,Harrogate,E07000165,Female,All,percent,NA
2022,Richmondshire,E07000166,Female,All,number_of_jobs_000s,NA
2022,Richmondshire,E07000166,Female,All,percent,NA
