geography_code,income_status,variable_name,marital_status,value,date,population,percent
E12000003,Not in low income (at or above threshold),population,Couple,2776064.6666666665,2001-02 - 2003-04,4912921.333333333,57.0
E12000003,Not in low income (at or above threshold),population,Single,1153986.0,2001-02 - 2003-04,4912921.333333333,23.0
E12000001,In low income (below threshold),population,Couple,299618.6666666667,2002-03 - 2004-05,2494576.3333333335,12.0
E12000001,In low income (below threshold),population,Single,244202.66666666666,2002-03 - 2004-05,2494576.3333333335,10.0
E12000001,Not in low income (at or above threshold),population,Couple,1332273.0,2002-03 - 2004-05,2494576.3333333335,53.0
E12000001,Not in low income (at or above threshold),population,Single,618482.0,2002-03 - 2004-05,2494576.3333333335,25.0
E12000002,In low income (below threshold),population,Couple,663734.0,2002-03 - 2004-05,6691343.333333333,10.0
E12000002,In low income (below threshold),population,Single,591152.6666666666,2002-03 - 2004-05,6691343.333333333,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3703872.0,2002-03 - 2004-05,6691343.333333333,55.0
E12000002,Not in low income (at or above threshold),population,Single,1732584.6666666667,2002-03 - 2004-05,6691343.333333333,26.0
E12000003,In low income (below threshold),population,Couple,540567.0,2002-03 - 2004-05,4939201.666666667,11.0
E12000003,In low income (below threshold),population,Single,388571.0,2002-03 - 2004-05,4939201.666666667,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2821695.3333333335,2002-03 - 2004-05,4939201.666666667,57.0
E12000003,Not in low income (at or above threshold),population,Single,1188368.3333333333,2002-03 - 2004-05,4939201.666666667,24.0
E12000001,In low income (below threshold),population,Couple,265756.6666666667,2003-04 - 2005-06,2496505.0,11.0
E12000001,In low income (below threshold),population,Single,246345.66666666666,2003-04 - 2005-06,2496505.0,10.0
E12000001,Not in low income (at or above threshold),population,Couple,1340950.6666666667,2003-04 - 2005-06,2496505.0,54.0
E12000001,Not in low income (at or above threshold),population,Single,643452.0,2003-04 - 2005-06,2496505.0,26.0
E12000002,In low income (below threshold),population,Couple,679634.6666666666,2003-04 - 2005-06,6718929.0,10.0
E12000002,In low income (below threshold),population,Single,602007.0,2003-04 - 2005-06,6718929.0,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3670098.6666666665,2003-04 - 2005-06,6718929.0,55.0
E12000002,Not in low income (at or above threshold),population,Single,1767188.6666666667,2003-04 - 2005-06,6718929.0,26.0
E12000003,In low income (below threshold),population,Couple,555570.6666666666,2003-04 - 2005-06,4974490.333333333,11.0
E12000003,In low income (below threshold),population,Single,383971.0,2003-04 - 2005-06,4974490.333333333,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2829250.3333333335,2003-04 - 2005-06,4974490.333333333,57.0
E12000003,Not in low income (at or above threshold),population,Single,1205698.3333333333,2003-04 - 2005-06,4974490.333333333,24.0
E12000001,In low income (below threshold),population,Couple,267462.0,2004-05 - 2006-07,2500451.0,11.0
E12000001,In low income (below threshold),population,Single,247404.0,2004-05 - 2006-07,2500451.0,10.0
E12000001,Not in low income (at or above threshold),population,Couple,1352195.6666666667,2004-05 - 2006-07,2500451.0,54.0
E12000001,Not in low income (at or above threshold),population,Single,633389.3333333334,2004-05 - 2006-07,2500451.0,25.0
E12000002,In low income (below threshold),population,Couple,702848.3333333334,2004-05 - 2006-07,6747146.666666667,10.0
E12000002,In low income (below threshold),population,Single,622279.6666666666,2004-05 - 2006-07,6747146.666666667,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3643941.0,2004-05 - 2006-07,6747146.666666667,54.0
E12000002,Not in low income (at or above threshold),population,Single,1778077.6666666667,2004-05 - 2006-07,6747146.666666667,26.0
E12000003,In low income (below threshold),population,Couple,580329.3333333334,2004-05 - 2006-07,5009582.0,12.0
E12000003,In low income (below threshold),population,Single,389546.3333333333,2004-05 - 2006-07,5009582.0,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2829667.0,2004-05 - 2006-07,5009582.0,56.0
E12000003,Not in low income (at or above threshold),population,Single,1210039.3333333333,2004-05 - 2006-07,5009582.0,24.0
E12000001,In low income (below threshold),population,Couple,264783.6666666667,2005-06 - 2007-08,2507661.666666667,11.0
E12000001,In low income (below threshold),population,Single,269731.6666666667,2005-06 - 2007-08,2507661.666666667,11.0
E12000001,Not in low income (at or above threshold),population,Couple,1346916.0,2005-06 - 2007-08,2507661.666666667,54.0
E12000001,Not in low income (at or above threshold),population,Single,626230.3333333334,2005-06 - 2007-08,2507661.666666667,25.0
E12000002,In low income (below threshold),population,Couple,790388.3333333334,2005-06 - 2007-08,6776210.0,12.0
E12000002,In low income (below threshold),population,Single,606028.0,2005-06 - 2007-08,6776210.0,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3605189.0,2005-06 - 2007-08,6776210.0,53.0
E12000002,Not in low income (at or above threshold),population,Single,1774604.6666666667,2005-06 - 2007-08,6776210.0,26.0
E12000003,In low income (below threshold),population,Couple,615795.0,2005-06 - 2007-08,5042741.666666667,12.0
E12000003,In low income (below threshold),population,Single,394775.6666666667,2005-06 - 2007-08,5042741.666666667,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2803249.0,2005-06 - 2007-08,5042741.666666667,56.0
E12000003,Not in low income (at or above threshold),population,Single,1228922.0,2005-06 - 2007-08,5042741.666666667,24.0
E12000001,In low income (below threshold),population,Couple,276773.3333333333,2006-07 - 2008-09,2514633.6666666665,11.0
E12000001,In low income (below threshold),population,Single,272626.6666666667,2006-07 - 2008-09,2514633.6666666665,11.0
E12000001,Not in low income (at or above threshold),population,Couple,1356655.3333333333,2006-07 - 2008-09,2514633.6666666665,54.0
E12000001,Not in low income (at or above threshold),population,Single,608578.3333333334,2006-07 - 2008-09,2514633.6666666665,24.0
E12000002,In low income (below threshold),population,Couple,757593.3333333334,2006-07 - 2008-09,6804802.333333334,11.0
E12000002,In low income (below threshold),population,Single,603343.3333333334,2006-07 - 2008-09,6804802.333333334,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3662359.0,2006-07 - 2008-09,6804802.333333334,54.0
E12000002,Not in low income (at or above threshold),population,Single,1781506.6666666667,2006-07 - 2008-09,6804802.333333334,26.0
E12000003,In low income (below threshold),population,Couple,638286.3333333334,2006-07 - 2008-09,5071966.333333334,13.0
E12000003,In low income (below threshold),population,Single,407193.3333333333,2006-07 - 2008-09,5071966.333333334,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2823694.3333333335,2006-07 - 2008-09,5071966.333333334,56.0
E12000003,Not in low income (at or above threshold),population,Single,1202792.3333333333,2006-07 - 2008-09,5071966.333333334,24.0
E12000001,In low income (below threshold),population,Couple,271949.6666666667,2007-08 - 2009-10,2522498.666666667,11.0
E12000001,In low income (below threshold),population,Single,265916.3333333333,2007-08 - 2009-10,2522498.666666667,11.0
E12000001,Not in low income (at or above threshold),population,Couple,1369980.6666666667,2007-08 - 2009-10,2522498.666666667,54.0
E12000001,Not in low income (at or above threshold),population,Single,614652.0,2007-08 - 2009-10,2522498.666666667,24.0
E12000002,In low income (below threshold),population,Couple,721514.3333333334,2007-08 - 2009-10,6833456.333333333,11.0
E12000002,In low income (below threshold),population,Single,580357.6666666666,2007-08 - 2009-10,6833456.333333333,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3683035.0,2007-08 - 2009-10,6833456.333333333,54.0
E12000002,Not in low income (at or above threshold),population,Single,1848549.3333333333,2007-08 - 2009-10,6833456.333333333,27.0
E12000003,In low income (below threshold),population,Couple,630348.0,2007-08 - 2009-10,5101749.666666667,12.0
E12000003,In low income (below threshold),population,Single,413609.6666666667,2007-08 - 2009-10,5101749.666666667,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2848734.3333333335,2007-08 - 2009-10,5101749.666666667,56.0
E12000003,Not in low income (at or above threshold),population,Single,1209057.6666666667,2007-08 - 2009-10,5101749.666666667,24.0
E12000001,In low income (below threshold),population,Couple,258420.33333333334,2008-09 - 2010-11,2530692.0,10.0
E12000001,In low income (below threshold),population,Single,232854.0,2008-09 - 2010-11,2530692.0,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1393533.3333333333,2008-09 - 2010-11,2530692.0,55.0
E12000001,Not in low income (at or above threshold),population,Single,645884.3333333334,2008-09 - 2010-11,2530692.0,26.0
E12000002,In low income (below threshold),population,Couple,654925.6666666666,2008-09 - 2010-11,6863600.0,10.0
E12000002,In low income (below threshold),population,Single,572986.6666666666,2008-09 - 2010-11,6863600.0,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3713124.0,2008-09 - 2010-11,6863600.0,54.0
E12000002,Not in low income (at or above threshold),population,Single,1922563.6666666667,2008-09 - 2010-11,6863600.0,28.0
E12000003,In low income (below threshold),population,Couple,652598.6666666666,2008-09 - 2010-11,5131863.666666666,13.0
E12000003,In low income (below threshold),population,Single,400616.6666666667,2008-09 - 2010-11,5131863.666666666,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2879156.3333333335,2008-09 - 2010-11,5131863.666666666,56.0
E12000003,Not in low income (at or above threshold),population,Single,1199492.0,2008-09 - 2010-11,5131863.666666666,23.0
E12000001,In low income (below threshold),population,Couple,268045.0,2009-10 - 2011-12,2544507.0,11.0
E12000001,In low income (below threshold),population,Single,204410.0,2009-10 - 2011-12,2544507.0,8.0
E12000001,Not in low income (at or above threshold),population,Couple,1414686.3333333333,2009-10 - 2011-12,2544507.0,56.0
E12000001,Not in low income (at or above threshold),population,Single,657365.6666666666,2009-10 - 2011-12,2544507.0,26.0
E12000002,In low income (below threshold),population,Couple,659525.6666666666,2009-10 - 2011-12,6908744.333333333,10.0
E12000002,In low income (below threshold),population,Single,556674.0,2009-10 - 2011-12,6908744.333333333,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3718707.3333333335,2009-10 - 2011-12,6908744.333333333,54.0
E12000002,Not in low income (at or above threshold),population,Single,1973837.3333333333,2009-10 - 2011-12,6908744.333333333,29.0
E12000003,In low income (below threshold),population,Couple,612028.0,2009-10 - 2011-12,5171183.333333333,12.0
E12000003,In low income (below threshold),population,Single,399071.3333333333,2009-10 - 2011-12,5171183.333333333,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2915360.3333333335,2009-10 - 2011-12,5171183.333333333,56.0
E12000003,Not in low income (at or above threshold),population,Single,1244723.6666666667,2009-10 - 2011-12,5171183.333333333,24.0
E12000001,In low income (below threshold),population,Couple,264799.3333333333,2010-11 - 2012-13,2557598.0,10.0
E12000001,In low income (below threshold),population,Single,191592.66666666666,2010-11 - 2012-13,2557598.0,7.0
E12000001,Not in low income (at or above threshold),population,Couple,1411951.6666666667,2010-11 - 2012-13,2557598.0,55.0
E12000001,Not in low income (at or above threshold),population,Single,689254.3333333334,2010-11 - 2012-13,2557598.0,27.0
E12000002,In low income (below threshold),population,Couple,680391.3333333334,2010-11 - 2012-13,6952792.666666666,10.0
E12000002,In low income (below threshold),population,Single,535840.6666666666,2010-11 - 2012-13,6952792.666666666,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3755151.6666666665,2010-11 - 2012-13,6952792.666666666,54.0
E12000002,Not in low income (at or above threshold),population,Single,1981409.0,2010-11 - 2012-13,6952792.666666666,28.0
E12000003,In low income (below threshold),population,Couple,599654.6666666666,2010-11 - 2012-13,5210920.0,12.0
E12000003,In low income (below threshold),population,Single,401572.6666666667,2010-11 - 2012-13,5210920.0,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2924453.3333333335,2010-11 - 2012-13,5210920.0,56.0
E12000003,Not in low income (at or above threshold),population,Single,1285239.3333333333,2010-11 - 2012-13,5210920.0,25.0
E12000001,In low income (below threshold),population,Couple,254584.66666666666,2011-12 - 2013-14,2564275.3333333335,10.0
E12000001,In low income (below threshold),population,Single,193777.33333333334,2011-12 - 2013-14,2564275.3333333335,8.0
E12000001,Not in low income (at or above threshold),population,Couple,1420185.6666666667,2011-12 - 2013-14,2564275.3333333335,55.0
E12000001,Not in low income (at or above threshold),population,Single,695727.6666666666,2011-12 - 2013-14,2564275.3333333335,27.0
E12000002,In low income (below threshold),population,Couple,665050.0,2011-12 - 2013-14,6981386.0,10.0
E12000002,In low income (below threshold),population,Single,540858.3333333334,2011-12 - 2013-14,6981386.0,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3800602.6666666665,2011-12 - 2013-14,6981386.0,54.0
E12000002,Not in low income (at or above threshold),population,Single,1974875.0,2011-12 - 2013-14,6981386.0,28.0
E12000003,In low income (below threshold),population,Couple,540310.6666666666,2011-12 - 2013-14,5237269.666666666,10.0
E12000003,In low income (below threshold),population,Single,407357.6666666667,2011-12 - 2013-14,5237269.666666666,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2977994.0,2011-12 - 2013-14,5237269.666666666,57.0
E12000003,Not in low income (at or above threshold),population,Single,1311607.3333333333,2011-12 - 2013-14,5237269.666666666,25.0
E12000001,In low income (below threshold),population,Couple,234972.33333333334,2012-13 - 2014-15,2567232.3333333335,9.0
E12000001,In low income (below threshold),population,Single,221235.0,2012-13 - 2014-15,2567232.3333333335,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1407281.3333333333,2012-13 - 2014-15,2567232.3333333335,55.0
E12000001,Not in low income (at or above threshold),population,Single,703743.6666666666,2012-13 - 2014-15,2567232.3333333335,27.0
E12000002,In low income (below threshold),population,Couple,693867.0,2012-13 - 2014-15,6995575.333333334,10.0
E12000002,In low income (below threshold),population,Single,547834.3333333334,2012-13 - 2014-15,6995575.333333334,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3802667.0,2012-13 - 2014-15,6995575.333333334,54.0
E12000002,Not in low income (at or above threshold),population,Single,1951207.0,2012-13 - 2014-15,6995575.333333334,28.0
E12000003,In low income (below threshold),population,Couple,553798.6666666666,2012-13 - 2014-15,5250897.333333333,11.0
E12000003,In low income (below threshold),population,Single,400727.6666666667,2012-13 - 2014-15,5250897.333333333,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2964191.3333333335,2012-13 - 2014-15,5250897.333333333,56.0
E12000003,Not in low income (at or above threshold),population,Single,1332179.6666666667,2012-13 - 2014-15,5250897.333333333,25.0
E12000001,In low income (below threshold),population,Couple,234864.33333333334,2013-14 - 2015-16,2571506.0,9.0
E12000001,In low income (below threshold),population,Single,231475.66666666666,2013-14 - 2015-16,2571506.0,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1404474.0,2013-14 - 2015-16,2571506.0,55.0
E12000001,Not in low income (at or above threshold),population,Single,700692.0,2013-14 - 2015-16,2571506.0,27.0
E12000002,In low income (below threshold),population,Couple,702412.0,2013-14 - 2015-16,7010837.333333333,10.0
E12000002,In low income (below threshold),population,Single,557489.0,2013-14 - 2015-16,7010837.333333333,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3770519.6666666665,2013-14 - 2015-16,7010837.333333333,54.0
E12000002,Not in low income (at or above threshold),population,Single,1980416.6666666667,2013-14 - 2015-16,7010837.333333333,28.0
E12000003,In low income (below threshold),population,Couple,557240.3333333334,2013-14 - 2015-16,5263878.0,11.0
E12000003,In low income (below threshold),population,Single,393972.0,2013-14 - 2015-16,5263878.0,7.0
E12000003,Not in low income (at or above threshold),population,Couple,2980009.0,2013-14 - 2015-16,5263878.0,57.0
E12000003,Not in low income (at or above threshold),population,Single,1332656.6666666667,2013-14 - 2015-16,5263878.0,25.0
E12000001,In low income (below threshold),population,Couple,256574.33333333334,2014-15 - 2016-17,2581494.0,10.0
E12000001,In low income (below threshold),population,Single,231424.66666666666,2014-15 - 2016-17,2581494.0,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1378813.0,2014-15 - 2016-17,2581494.0,53.0
E12000001,Not in low income (at or above threshold),population,Single,714682.0,2014-15 - 2016-17,2581494.0,28.0
E12000002,In low income (below threshold),population,Couple,742656.6666666666,2014-15 - 2016-17,7039806.666666667,11.0
E12000002,In low income (below threshold),population,Single,578636.3333333334,2014-15 - 2016-17,7039806.666666667,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3738881.3333333335,2014-15 - 2016-17,7039806.666666667,53.0
E12000002,Not in low income (at or above threshold),population,Single,1979632.3333333333,2014-15 - 2016-17,7039806.666666667,28.0
E12000003,In low income (below threshold),population,Couple,562239.6666666666,2014-15 - 2016-17,5287718.0,11.0
E12000003,In low income (below threshold),population,Single,413144.3333333333,2014-15 - 2016-17,5287718.0,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2958590.3333333335,2014-15 - 2016-17,5287718.0,56.0
E12000003,Not in low income (at or above threshold),population,Single,1353743.6666666667,2014-15 - 2016-17,5287718.0,26.0
E12000001,In low income (below threshold),population,Couple,265435.3333333333,2015-16 - 2017-18,2590001.6666666665,10.0
E12000001,In low income (below threshold),population,Single,225140.0,2015-16 - 2017-18,2590001.6666666665,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1374056.6666666667,2015-16 - 2017-18,2590001.6666666665,53.0
E12000001,Not in low income (at or above threshold),population,Single,725369.6666666666,2015-16 - 2017-18,2590001.6666666665,28.0
E12000002,In low income (below threshold),population,Couple,753933.6666666666,2015-16 - 2017-18,7080488.0,11.0
E12000002,In low income (below threshold),population,Single,600615.3333333334,2015-16 - 2017-18,7080488.0,8.0
E12000002,Not in low income (at or above threshold),population,Couple,3754822.3333333335,2015-16 - 2017-18,7080488.0,53.0
E12000002,Not in low income (at or above threshold),population,Single,1971116.6666666667,2015-16 - 2017-18,7080488.0,28.0
E12000003,In low income (below threshold),population,Couple,589828.3333333334,2015-16 - 2017-18,5317222.666666667,11.0
E12000003,In low income (below threshold),population,Single,420656.3333333333,2015-16 - 2017-18,5317222.666666667,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2963408.0,2015-16 - 2017-18,5317222.666666667,56.0
E12000003,Not in low income (at or above threshold),population,Single,1343330.0,2015-16 - 2017-18,5317222.666666667,25.0
E12000001,In low income (below threshold),population,Couple,275427.6666666667,2016-17 - 2018-19,2601238.6666666665,11.0
E12000001,In low income (below threshold),population,Single,226955.33333333334,2016-17 - 2018-19,2601238.6666666665,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1371385.0,2016-17 - 2018-19,2601238.6666666665,53.0
E12000001,Not in low income (at or above threshold),population,Single,727470.6666666666,2016-17 - 2018-19,2601238.6666666665,28.0
E12000002,In low income (below threshold),population,Couple,758553.0,2016-17 - 2018-19,7131209.333333333,11.0
E12000002,In low income (below threshold),population,Single,612148.6666666666,2016-17 - 2018-19,7131209.333333333,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3798100.6666666665,2016-17 - 2018-19,7131209.333333333,53.0
E12000002,Not in low income (at or above threshold),population,Single,1962407.0,2016-17 - 2018-19,7131209.333333333,28.0
E12000003,In low income (below threshold),population,Couple,626698.6666666666,2016-17 - 2018-19,5355687.666666667,12.0
E12000003,In low income (below threshold),population,Single,448643.3333333333,2016-17 - 2018-19,5355687.666666667,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2922283.0,2016-17 - 2018-19,5355687.666666667,55.0
E12000003,Not in low income (at or above threshold),population,Single,1358062.6666666667,2016-17 - 2018-19,5355687.666666667,25.0
E12000001,In low income (below threshold),population,Couple,328847.0,2017-18 - 2019-20,2611726.6666666665,13.0
E12000001,In low income (below threshold),population,Single,231979.66666666666,2017-18 - 2019-20,2611726.6666666665,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1351652.3333333333,2017-18 - 2019-20,2611726.6666666665,52.0
E12000001,Not in low income (at or above threshold),population,Single,699247.6666666666,2017-18 - 2019-20,2611726.6666666665,27.0
E12000002,In low income (below threshold),population,Couple,732156.3333333334,2017-18 - 2019-20,7179643.333333334,10.0
E12000002,In low income (below threshold),population,Single,629814.6666666666,2017-18 - 2019-20,7179643.333333334,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3854174.3333333335,2017-18 - 2019-20,7179643.333333334,54.0
E12000002,Not in low income (at or above threshold),population,Single,1963498.0,2017-18 - 2019-20,7179643.333333334,27.0
E12000003,In low income (below threshold),population,Couple,685670.6666666666,2017-18 - 2019-20,5386183.333333333,13.0
E12000003,In low income (below threshold),population,Single,459790.0,2017-18 - 2019-20,5386183.333333333,9.0
E12000003,Not in low income (at or above threshold),population,Couple,2901927.6666666665,2017-18 - 2019-20,5386183.333333333,54.0
E12000003,Not in low income (at or above threshold),population,Single,1338795.0,2017-18 - 2019-20,5386183.333333333,25.0
E12000001,In low income (below threshold),population,Couple,302034.6666666667,2018-19 - 2021-22,2618460.3333333335,12.0
E12000001,In low income (below threshold),population,Single,230511.33333333334,2018-19 - 2021-22,2618460.3333333335,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1359367.0,2018-19 - 2021-22,2618460.3333333335,52.0
E12000001,Not in low income (at or above threshold),population,Single,726547.3333333334,2018-19 - 2021-22,2618460.3333333335,28.0
E12000002,In low income (below threshold),population,Couple,693382.0,2018-19 - 2021-22,7212385.0,10.0
E12000002,In low income (below threshold),population,Single,650533.6666666666,2018-19 - 2021-22,7212385.0,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3883336.6666666665,2018-19 - 2021-22,7212385.0,54.0
E12000002,Not in low income (at or above threshold),population,Single,1985132.6666666667,2018-19 - 2021-22,7212385.0,28.0
E12000003,In low income (below threshold),population,Couple,665995.0,2018-19 - 2021-22,5412344.0,12.0
E12000003,In low income (below threshold),population,Single,459418.3333333333,2018-19 - 2021-22,5412344.0,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2920411.6666666665,2018-19 - 2021-22,5412344.0,54.0
E12000003,Not in low income (at or above threshold),population,Single,1366519.0,2018-19 - 2021-22,5412344.0,25.0
E12000001,In low income (below threshold),population,Couple,310053.5,2019-20 - 2021-22,2619901.0,12.0
