dimension_name,dimension
Earnings from State Support received by the Household,str:field:FRSHH:V_F_FRSHH:HH_STATE_SUP_FLAG
Earnings from Tax Credits received by the Household,str:field:FRSHH:V_F_FRSHH:HH_TXCRED_FLAG
Earnings from Universal Credit received by the Household,str:field:FRSHH:V_F_FRSHH:HH_UC_FLAG
"Household, total amount of savings and investments, in bands, in latest prices (CPI adjusted real terms)",str:field:FRSHH:V_F_FRSHH:SAVINGS_BAND
"Household, total amount of savings and investments, in bands, in year prices (in nominal terms)",str:field:FRSHH:V_F_FRSHH:SAVINGS_BAND_INYR
"Any accounts, excluding Post Office card accounts (POCAs) belonging to the Individuals in the Household",str:field:FRSHH:V_F_FRSHH:ANY_EXC
"Any accounts, including Post Office card accounts (POCAs) belonging to the Individuals in the Household",str:field:FRSHH:V_F_FRSHH:ANY_INC
"Any direct payment accounts, excluding Post Office card accounts (POCAs) belonging to the Individuals in the Household",str:field:FRSHH:V_F_FRSHH:DPA_EXC
"Any direct payment accounts, including Post Office card accounts (POCAs) belonging to the Individuals in the Household",str:field:FRSHH:V_F_FRSHH:DPA_INC
Any informal assets belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:INF_ASSETS
Any other bank or building society accounts belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:OTH_ACC
Any other type of asset belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:ANY_OTH
Basic bank accounts belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:BB_ACC
Company share schemes (profit sharing) belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:COMP
Credit union memberships of the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:CREDIT
Current accounts belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:CURR
Individual Savings Accounts (ISAs) belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:ISA
National savings bonds belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:NS_BOND
National Savings & Investments (NS&I) savings accounts belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:NSI_SAV
Post Office card accounts (POCAs) belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:POCA
Premium bonds belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:PREM
Stocks and shares or share club memberships held by the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:STOCK
Unit trusts belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:UNIT
Unlinked endowment policies belonging to the Individuals in the Household,str:field:FRSHH:V_F_FRSHH:ENDOW
