geography_code,ahc_income_status,Savings and Investments of Adults in the Family of the Individual,bhc_income_status,variable_name,value,date,population,percent
E12000002,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,28043.0,1994-95 - 1996-97,281532.0,10.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,5395.333333333333,1994-95 - 1996-97,281532.0,2.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,11518.666666666666,1994-95 - 1996-97,144422.66666666666,8.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,3419.0,1994-95 - 1996-97,144422.66666666666,2.0
E12000002,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,33594.333333333336,1994-95 - 1996-97,698823.3333333333,5.0
E12000002,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,6936.666666666667,1994-95 - 1996-97,698823.3333333333,1.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,93074.66666666667,1994-95 - 1996-97,785181.0,12.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,19978.0,1994-95 - 1996-97,785181.0,3.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,16959.666666666668,1994-95 - 1996-97,184752.0,9.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,4952.333333333333,1994-95 - 1996-97,184752.0,3.0
E12000003,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,145053.66666666666,1994-95 - 1996-97,964083.3333333333,15.0
E12000003,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,61374.666666666664,1994-95 - 1996-97,964083.3333333333,6.0
E12000003,In low income (below threshold),No savings,In low income (below threshold),population,647568.3333333334,1994-95 - 1996-97,1872788.6666666667,35.0
E12000003,In low income (below threshold),No savings,Not in low income (at or above threshold),population,172025.66666666666,1994-95 - 1996-97,1872788.6666666667,9.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,48291.666666666664,1994-95 - 1996-97,436188.6666666666,11.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,28194.666666666668,1994-95 - 1996-97,436188.6666666666,6.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,29243.666666666668,1994-95 - 1996-97,252395.6666666667,12.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,4225.333333333333,1994-95 - 1996-97,252395.6666666667,2.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,11671.666666666666,1994-95 - 1996-97,114374.0,10.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,114374.0,0.0
E12000003,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,34501.666666666664,1994-95 - 1996-97,510753.0,7.0
E12000003,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,2864.3333333333335,1994-95 - 1996-97,510753.0,1.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,65783.0,1994-95 - 1996-97,607714.6666666666,11.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,19170.666666666668,1994-95 - 1996-97,607714.6666666666,3.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,16181.666666666666,1994-95 - 1996-97,124096.66666666667,13.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,1170.6666666666667,1994-95 - 1996-97,124096.66666666667,1.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,8257.666666666666,1994-95 - 1996-97,494483.0,2.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,368291.0,1994-95 - 1996-97,494483.0,74.0
E12000001,Not in low income (at or above threshold),No savings,In low income (below threshold),population,13841.666666666666,1994-95 - 1996-97,1126591.3333333335,1.0
E12000001,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,608812.3333333334,1994-95 - 1996-97,1126591.3333333335,54.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,5692.333333333333,1994-95 - 1996-97,212724.66666666666,3.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,171881.66666666666,1994-95 - 1996-97,212724.66666666666,81.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,1790.3333333333333,1994-95 - 1996-97,114410.66666666666,2.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,97420.33333333333,1994-95 - 1996-97,114410.66666666666,85.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,839.0,1994-95 - 1996-97,49478.0,2.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,40632.0,1994-95 - 1996-97,49478.0,82.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,1833.6666666666667,1994-95 - 1996-97,208755.0,1.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,193049.66666666666,1994-95 - 1996-97,208755.0,92.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,3942.6666666666665,1994-95 - 1996-97,273370.0,1.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,223934.0,1994-95 - 1996-97,273370.0,82.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,1434.6666666666667,1994-95 - 1996-97,63781.333333333336,2.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,58219.0,1994-95 - 1996-97,63781.333333333336,91.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,18663.0,1994-95 - 1996-97,1315563.0,1.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,1019652.6666666666,1994-95 - 1996-97,1315563.0,78.0
E12000002,Not in low income (at or above threshold),No savings,In low income (below threshold),population,36020.0,1994-95 - 1996-97,2770681.3333333335,1.0
E12000002,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1572742.0,1994-95 - 1996-97,2770681.3333333335,57.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,13764.333333333334,1994-95 - 1996-97,538077.0,3.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,451545.0,1994-95 - 1996-97,538077.0,84.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,4416.666666666667,1994-95 - 1996-97,281532.0,2.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,243677.0,1994-95 - 1996-97,281532.0,87.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2329.6666666666665,1994-95 - 1996-97,144422.66666666666,2.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,127155.33333333333,1994-95 - 1996-97,144422.66666666666,88.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,8281.666666666666,1994-95 - 1996-97,698823.3333333333,1.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,650010.6666666666,1994-95 - 1996-97,698823.3333333333,93.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,17179.0,1994-95 - 1996-97,785181.0,2.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,654949.3333333334,1994-95 - 1996-97,785181.0,83.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,3078.0,1994-95 - 1996-97,184752.0,2.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,159762.0,1994-95 - 1996-97,184752.0,86.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,21129.333333333332,1994-95 - 1996-97,964083.3333333333,2.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,736525.6666666666,1994-95 - 1996-97,964083.3333333333,76.0
E12000003,Not in low income (at or above threshold),No savings,In low income (below threshold),population,30575.333333333332,1994-95 - 1996-97,1872788.6666666667,2.0
E12000003,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1022619.3333333334,1994-95 - 1996-97,1872788.6666666667,55.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,12159.0,1994-95 - 1996-97,436188.6666666666,3.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,347543.3333333333,1994-95 - 1996-97,436188.6666666666,80.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,7378.666666666667,1994-95 - 1996-97,252395.6666666667,3.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,211548.0,1994-95 - 1996-97,252395.6666666667,84.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2122.0,1994-95 - 1996-97,114374.0,2.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,100580.33333333333,1994-95 - 1996-97,114374.0,88.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,14254.0,1994-95 - 1996-97,510753.0,3.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,459133.0,1994-95 - 1996-97,510753.0,90.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,15744.0,1994-95 - 1996-97,607714.6666666666,3.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,507017.0,1994-95 - 1996-97,607714.6666666666,83.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,2604.6666666666665,1994-95 - 1996-97,124096.66666666667,2.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,104139.66666666667,1994-95 - 1996-97,124096.66666666667,84.0
E12000001,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,91918.33333333333,1995-96 - 1997-98,521036.3333333333,18.0
E12000001,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,31995.0,1995-96 - 1997-98,521036.3333333333,6.0
E12000001,In low income (below threshold),No savings,In low income (below threshold),population,404183.0,1995-96 - 1997-98,1118715.6666666665,36.0
E12000001,In low income (below threshold),No savings,Not in low income (at or above threshold),population,110353.33333333333,1995-96 - 1997-98,1118715.6666666665,10.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,23260.0,1995-96 - 1997-98,201246.0,12.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,7568.666666666667,1995-96 - 1997-98,201246.0,4.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,10415.333333333334,1995-96 - 1997-98,114560.66666666667,9.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,1857.0,1995-96 - 1997-98,114560.66666666667,2.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,6094.666666666667,1995-96 - 1997-98,46064.66666666667,13.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,998.0,1995-96 - 1997-98,46064.66666666667,2.0
E12000001,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,12014.333333333334,1995-96 - 1997-98,216116.0,6.0
E12000001,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,2854.6666666666665,1995-96 - 1997-98,216116.0,1.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,32851.666666666664,1995-96 - 1997-98,259867.6666666667,13.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,6756.333333333333,1995-96 - 1997-98,259867.6666666667,3.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,2504.6666666666665,1995-96 - 1997-98,58586.333333333336,4.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,1496.3333333333333,1995-96 - 1997-98,58586.333333333336,3.0
E12000002,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,192797.33333333334,1995-96 - 1997-98,1374647.3333333333,14.0
E12000002,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,80575.0,1995-96 - 1997-98,1374647.3333333333,6.0
E12000002,In low income (below threshold),No savings,In low income (below threshold),population,884092.6666666666,1995-96 - 1997-98,2803231.666666667,32.0
E12000002,In low income (below threshold),No savings,Not in low income (at or above threshold),population,310839.3333333333,1995-96 - 1997-98,2803231.666666667,11.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,48688.666666666664,1995-96 - 1997-98,524122.0,9.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,25850.333333333332,1995-96 - 1997-98,524122.0,5.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,20882.0,1995-96 - 1997-98,271475.3333333334,8.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,4707.0,1995-96 - 1997-98,271475.3333333334,2.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,8645.333333333334,1995-96 - 1997-98,128401.0,7.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,3477.0,1995-96 - 1997-98,128401.0,3.0
E12000002,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,32996.666666666664,1995-96 - 1997-98,674953.6666666666,5.0
E12000002,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,7739.0,1995-96 - 1997-98,674953.6666666666,1.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,84551.33333333333,1995-96 - 1997-98,769239.6666666666,11.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,24262.0,1995-96 - 1997-98,769239.6666666666,3.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,18245.0,1995-96 - 1997-98,157596.0,12.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,3594.6666666666665,1995-96 - 1997-98,157596.0,2.0
E12000003,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,163650.0,1995-96 - 1997-98,1055357.6666666665,16.0
E12000003,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,53124.0,1995-96 - 1997-98,1055357.6666666665,5.0
E12000003,In low income (below threshold),No savings,In low income (below threshold),population,651243.3333333334,1995-96 - 1997-98,1826613.6666666665,36.0
E12000003,In low income (below threshold),No savings,Not in low income (at or above threshold),population,148696.33333333334,1995-96 - 1997-98,1826613.6666666665,8.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,42494.666666666664,1995-96 - 1997-98,430430.6666666667,10.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,27544.666666666668,1995-96 - 1997-98,430430.6666666667,6.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,22818.666666666668,1995-96 - 1997-98,248649.0,9.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,1388.0,1995-96 - 1997-98,248649.0,1.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,11636.333333333334,1995-96 - 1997-98,93293.0,12.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,558.0,1995-96 - 1997-98,93293.0,1.0
E12000003,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,33638.0,1995-96 - 1997-98,497564.6666666667,7.0
E12000003,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,3738.6666666666665,1995-96 - 1997-98,497564.6666666667,1.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,58476.333333333336,1995-96 - 1997-98,606368.3333333334,10.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,12816.0,1995-96 - 1997-98,606368.3333333334,2.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,20409.0,1995-96 - 1997-98,122400.0,17.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,2321.6666666666665,1995-96 - 1997-98,122400.0,2.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,7100.0,1995-96 - 1997-98,521036.3333333333,1.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,390023.0,1995-96 - 1997-98,521036.3333333333,75.0
E12000001,Not in low income (at or above threshold),No savings,In low income (below threshold),population,13749.666666666666,1995-96 - 1997-98,1118715.6666666665,1.0
E12000001,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,590429.6666666666,1995-96 - 1997-98,1118715.6666666665,53.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,4256.0,1995-96 - 1997-98,201246.0,2.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,166161.33333333334,1995-96 - 1997-98,201246.0,83.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,2121.6666666666665,1995-96 - 1997-98,114560.66666666667,2.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,100166.66666666667,1995-96 - 1997-98,114560.66666666667,87.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,1168.0,1995-96 - 1997-98,46064.66666666667,3.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,37804.0,1995-96 - 1997-98,46064.66666666667,82.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,2393.0,1995-96 - 1997-98,216116.0,1.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,198854.0,1995-96 - 1997-98,216116.0,92.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,2553.3333333333335,1995-96 - 1997-98,259867.6666666667,1.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,217706.33333333334,1995-96 - 1997-98,259867.6666666667,84.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,1910.0,1995-96 - 1997-98,58586.333333333336,3.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,52675.333333333336,1995-96 - 1997-98,58586.333333333336,90.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,18886.666666666668,1995-96 - 1997-98,1374647.3333333333,1.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,1082388.3333333333,1995-96 - 1997-98,1374647.3333333333,79.0
E12000002,Not in low income (at or above threshold),No savings,In low income (below threshold),population,40270.0,1995-96 - 1997-98,2803231.666666667,1.0
E12000002,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1568029.6666666667,1995-96 - 1997-98,2803231.666666667,56.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,13281.666666666666,1995-96 - 1997-98,524122.0,3.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,436301.3333333333,1995-96 - 1997-98,524122.0,83.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,4714.0,1995-96 - 1997-98,271475.3333333334,2.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,241172.33333333334,1995-96 - 1997-98,271475.3333333334,89.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2087.3333333333335,1995-96 - 1997-98,128401.0,2.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,114191.33333333333,1995-96 - 1997-98,128401.0,89.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,8871.333333333334,1995-96 - 1997-98,674953.6666666666,1.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,625346.6666666666,1995-96 - 1997-98,674953.6666666666,93.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,17687.666666666668,1995-96 - 1997-98,769239.6666666666,2.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,642738.6666666666,1995-96 - 1997-98,769239.6666666666,84.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,4433.666666666667,1995-96 - 1997-98,157596.0,3.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,131322.66666666666,1995-96 - 1997-98,157596.0,83.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,20267.0,1995-96 - 1997-98,1055357.6666666665,2.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,818316.6666666666,1995-96 - 1997-98,1055357.6666666665,78.0
E12000003,Not in low income (at or above threshold),No savings,In low income (below threshold),population,25739.333333333332,1995-96 - 1997-98,1826613.6666666665,1.0
E12000003,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1000934.6666666666,1995-96 - 1997-98,1826613.6666666665,55.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,10261.666666666666,1995-96 - 1997-98,430430.6666666667,2.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,350129.6666666667,1995-96 - 1997-98,430430.6666666667,81.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,7745.666666666667,1995-96 - 1997-98,248649.0,3.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,216696.66666666666,1995-96 - 1997-98,248649.0,87.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,1672.6666666666667,1995-96 - 1997-98,93293.0,2.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,79426.0,1995-96 - 1997-98,93293.0,85.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,10505.333333333334,1995-96 - 1997-98,497564.6666666667,2.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,449682.6666666667,1995-96 - 1997-98,497564.6666666667,90.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,13947.0,1995-96 - 1997-98,606368.3333333334,2.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,521129.0,1995-96 - 1997-98,606368.3333333334,86.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,547.3333333333334,1995-96 - 1997-98,122400.0,0.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,99122.0,1995-96 - 1997-98,122400.0,81.0
E12000001,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,102133.0,1996-97 - 1998-99,553545.3333333333,18.0
E12000001,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,27575.666666666668,1996-97 - 1998-99,553545.3333333333,5.0
E12000001,In low income (below threshold),No savings,In low income (below threshold),population,409496.6666666667,1996-97 - 1998-99,1092029.0,37.0
E12000001,In low income (below threshold),No savings,Not in low income (at or above threshold),population,107481.66666666667,1996-97 - 1998-99,1092029.0,10.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,21185.333333333332,1996-97 - 1998-99,198146.0,11.0
