geography_code,ahc_income_status,Ethnic Group of the Head of the Household,bhc_income_status,variable_name,value,date,population,percent
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000003,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,7260.333333333333,1994-95 - 1996-97,26120.666666666664,28.0
E12000003,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,4608.333333333333,1994-95 - 1996-97,26120.666666666664,18.0
E12000003,In low income (below threshold),White,In low income (below threshold),population,877625.6666666666,1994-95 - 1996-97,4650114.666666667,19.0
E12000003,In low income (below threshold),White,Not in low income (at or above threshold),population,273038.6666666667,1994-95 - 1996-97,4650114.666666667,6.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,1878.0,1994-95 - 1996-97,29729.0,6.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,8732.666666666666,1994-95 - 1996-97,29729.0,29.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,1994-95 - 1996-97,3494.0,0.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,2512.6666666666665,1994-95 - 1996-97,3494.0,72.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000001,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,1994-95 - 1996-97,7025.0,0.0
E12000001,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,3101.6666666666665,1994-95 - 1996-97,7025.0,44.0
E12000001,Not in low income (at or above threshold),White,In low income (below threshold),population,35754.0,1994-95 - 1996-97,2503346.0,1.0
E12000001,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,1747893.0,1994-95 - 1996-97,2503346.0,70.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,3251.6666666666665,1994-95 - 1996-97,204306.0,2.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,76710.33333333333,1994-95 - 1996-97,204306.0,38.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,280.3333333333333,1994-95 - 1996-97,31929.0,1.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,17773.333333333332,1994-95 - 1996-97,31929.0,56.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000002,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,311.3333333333333,1994-95 - 1996-97,28896.666666666664,1.0
E12000002,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,11167.333333333334,1994-95 - 1996-97,28896.666666666664,39.0
E12000002,Not in low income (at or above threshold),White,In low income (below threshold),population,99889.0,1994-95 - 1996-97,6453900.666666667,2.0
E12000002,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,4773843.0,1994-95 - 1996-97,6453900.666666667,74.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,8216.666666666666,1994-95 - 1996-97,181141.0,5.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,54591.333333333336,1994-95 - 1996-97,181141.0,30.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,1994-95 - 1996-97,25018.333333333336,0.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,18563.0,1994-95 - 1996-97,25018.333333333336,74.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12000003,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,1994-95 - 1996-97,26120.666666666664,0.0
E12000003,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,14252.0,1994-95 - 1996-97,26120.666666666664,55.0
E12000003,Not in low income (at or above threshold),White,In low income (below threshold),population,97750.33333333333,1994-95 - 1996-97,4650114.666666667,2.0
E12000003,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,3401700.0,1994-95 - 1996-97,4650114.666666667,73.0
E12000001,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,16955.666666666668,1995-96 - 1997-98,30600.333333333336,55.0
E12000001,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,2274.6666666666665,1995-96 - 1997-98,30600.333333333336,7.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,981.3333333333334,1995-96 - 1997-98,1761.3333333333335,56.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,1761.3333333333335,0.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,6030.666666666667,1995-96 - 1997-98,15942.666666666668,38.0
E12000001,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,1682.0,1995-96 - 1997-98,15942.666666666668,11.0
E12000001,In low income (below threshold),White,In low income (below threshold),population,559274.3333333334,1995-96 - 1997-98,2487889.0,22.0
E12000001,In low income (below threshold),White,Not in low income (at or above threshold),population,159922.66666666666,1995-96 - 1997-98,2487889.0,6.0
E12000002,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,106681.66666666667,1995-96 - 1997-98,193711.6666666667,55.0
E12000002,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,13314.333333333334,1995-96 - 1997-98,193711.6666666667,7.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,7638.333333333333,1995-96 - 1997-98,28024.333333333336,27.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,3617.3333333333335,1995-96 - 1997-98,28024.333333333336,13.0
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,14917.0,1995-96 - 1997-98,33497.33333333333,45.0
E12000002,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,5862.666666666667,1995-96 - 1997-98,33497.33333333333,18.0
E12000002,In low income (below threshold),White,In low income (below threshold),population,1161662.0,1995-96 - 1997-98,6448433.333333333,18.0
E12000002,In low income (below threshold),White,Not in low income (at or above threshold),population,438250.0,1995-96 - 1997-98,6448433.333333333,7.0
E12000003,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,124296.33333333333,1995-96 - 1997-98,203579.3333333333,61.0
E12000003,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,10862.666666666666,1995-96 - 1997-98,203579.3333333333,5.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,7578.333333333333,1995-96 - 1997-98,25346.0,30.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,2738.6666666666665,1995-96 - 1997-98,25346.0,11.0
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,6634.333333333333,1995-96 - 1997-98,27337.333333333332,24.0
E12000003,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,4608.333333333333,1995-96 - 1997-98,27337.333333333332,17.0
E12000003,In low income (below threshold),White,In low income (below threshold),population,865857.3333333334,1995-96 - 1997-98,4624414.333333333,19.0
E12000003,In low income (below threshold),White,Not in low income (at or above threshold),population,231977.66666666666,1995-96 - 1997-98,4624414.333333333,5.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,1878.0,1995-96 - 1997-98,30600.333333333336,6.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,9492.0,1995-96 - 1997-98,30600.333333333336,31.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,1995-96 - 1997-98,1761.3333333333335,0.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,780.0,1995-96 - 1997-98,1761.3333333333335,44.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000001,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,1995-96 - 1997-98,15942.666666666668,0.0
E12000001,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,8230.0,1995-96 - 1997-98,15942.666666666668,52.0
E12000001,Not in low income (at or above threshold),White,In low income (below threshold),population,33373.666666666664,1995-96 - 1997-98,2487889.0,1.0
E12000001,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,1735318.3333333333,1995-96 - 1997-98,2487889.0,70.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,8607.0,1995-96 - 1997-98,193711.6666666667,4.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,65108.666666666664,1995-96 - 1997-98,193711.6666666667,34.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,1995-96 - 1997-98,28024.333333333336,0.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,16768.666666666668,1995-96 - 1997-98,28024.333333333336,60.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000002,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,1995-96 - 1997-98,33497.33333333333,0.0
E12000002,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,12717.666666666666,1995-96 - 1997-98,33497.33333333333,38.0
E12000002,Not in low income (at or above threshold),White,In low income (below threshold),population,101625.33333333333,1995-96 - 1997-98,6448433.333333333,2.0
E12000002,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,4746896.0,1995-96 - 1997-98,6448433.333333333,74.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,8216.666666666666,1995-96 - 1997-98,203579.3333333333,4.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,60203.666666666664,1995-96 - 1997-98,203579.3333333333,30.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,1995-96 - 1997-98,25346.0,0.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,15029.0,1995-96 - 1997-98,25346.0,59.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1995-96 - 1997-98,0.0,
E12000003,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,334.6666666666667,1995-96 - 1997-98,27337.333333333332,1.0
E12000003,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,15760.0,1995-96 - 1997-98,27337.333333333332,58.0
E12000003,Not in low income (at or above threshold),White,In low income (below threshold),population,82134.66666666667,1995-96 - 1997-98,4624414.333333333,2.0
E12000003,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,3444444.6666666665,1995-96 - 1997-98,4624414.333333333,74.0
E12000001,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,8713.0,1996-97 - 1998-99,25106.0,35.0
E12000001,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,2274.6666666666665,1996-97 - 1998-99,25106.0,9.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,1530.6666666666667,1996-97 - 1998-99,1530.6666666666667,100.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,1530.6666666666667,0.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,3655.3333333333335,1996-97 - 1998-99,12753.666666666668,29.0
E12000001,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,692.0,1996-97 - 1998-99,12753.666666666668,5.0
E12000001,In low income (below threshold),White,In low income (below threshold),population,574940.0,1996-97 - 1998-99,2489212.0,23.0
E12000001,In low income (below threshold),White,Not in low income (at or above threshold),population,152493.66666666666,1996-97 - 1998-99,2489212.0,6.0
E12000002,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,148999.0,1996-97 - 1998-99,234129.6666666667,64.0
E12000002,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,10512.333333333334,1996-97 - 1998-99,234129.6666666667,4.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,14373.333333333334,1996-97 - 1998-99,44180.0,33.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,2084.6666666666665,1996-97 - 1998-99,44180.0,5.0
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,16258.666666666666,1996-97 - 1998-99,35794.0,45.0
E12000002,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,4143.666666666667,1996-97 - 1998-99,35794.0,12.0
E12000002,In low income (below threshold),White,In low income (below threshold),population,1215820.6666666667,1996-97 - 1998-99,6377191.0,19.0
E12000002,In low income (below threshold),White,Not in low income (at or above threshold),population,403023.0,1996-97 - 1998-99,6377191.0,6.0
E12000003,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,105554.33333333333,1996-97 - 1998-99,189148.3333333333,56.0
E12000003,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,7396.0,1996-97 - 1998-99,189148.3333333333,4.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,9281.0,1996-97 - 1998-99,27235.0,34.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,2820.6666666666665,1996-97 - 1998-99,27235.0,10.0
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000003,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,5404.333333333333,1996-97 - 1998-99,21722.666666666664,25.0
E12000003,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,4286.333333333333,1996-97 - 1998-99,21722.666666666664,20.0
E12000003,In low income (below threshold),White,In low income (below threshold),population,924381.6666666666,1996-97 - 1998-99,4641068.666666666,20.0
E12000003,In low income (below threshold),White,Not in low income (at or above threshold),population,228546.0,1996-97 - 1998-99,4641068.666666666,5.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,0.0,1996-97 - 1998-99,25106.0,0.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,14118.333333333334,1996-97 - 1998-99,25106.0,56.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,1996-97 - 1998-99,1530.6666666666667,0.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,1530.6666666666667,0.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000001,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,1996-97 - 1998-99,12753.666666666668,0.0
E12000001,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,8406.333333333334,1996-97 - 1998-99,12753.666666666668,66.0
E12000001,Not in low income (at or above threshold),White,In low income (below threshold),population,37868.333333333336,1996-97 - 1998-99,2489212.0,2.0
E12000001,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,1723910.0,1996-97 - 1998-99,2489212.0,69.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,10561.333333333334,1996-97 - 1998-99,234129.6666666667,5.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,64057.0,1996-97 - 1998-99,234129.6666666667,27.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,1996-97 - 1998-99,44180.0,0.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,27722.0,1996-97 - 1998-99,44180.0,63.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,1996-97 - 1998-99,0.0,
E12000002,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,1996-97 - 1998-99,35794.0,0.0
E12000002,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,15391.666666666666,1996-97 - 1998-99,35794.0,43.0
E12000002,Not in low income (at or above threshold),White,In low income (below threshold),population,104382.0,1996-97 - 1998-99,6377191.0,2.0
