geography_code,ahc_income_status,Age of the Youngest Child in the Family of the Individual,bhc_income_status,variable_name,value,date,population,percent
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,244129.66666666666,1994-95 - 1996-97,3613385.0,7.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,298916.0,1994-95 - 1996-97,963921.6666666666,31.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,53035.0,1994-95 - 1996-97,963921.6666666666,6.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,65033.666666666664,1994-95 - 1996-97,467500.6666666666,14.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,24616.666666666668,1994-95 - 1996-97,467500.6666666666,5.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,16498.0,1994-95 - 1996-97,113206.0,15.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,4053.6666666666665,1994-95 - 1996-97,113206.0,4.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,195757.0,1994-95 - 1996-97,705100.0,28.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,32350.666666666668,1994-95 - 1996-97,705100.0,5.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,422090.6666666667,1994-95 - 1996-97,2632666.3333333335,16.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,174970.0,1994-95 - 1996-97,2632666.3333333335,7.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,4361.0,1994-95 - 1996-97,492679.3333333333,1.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,291617.0,1994-95 - 1996-97,492679.3333333333,59.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,0.0,1994-95 - 1996-97,254078.0,0.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,179587.66666666666,1994-95 - 1996-97,254078.0,71.0
E12000001,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,0.0,1994-95 - 1996-97,58187.0,0.0
E12000001,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,49707.333333333336,1994-95 - 1996-97,58187.0,85.0
E12000001,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,1208.0,1994-95 - 1996-97,350170.0,0.0
E12000001,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,245606.66666666666,1994-95 - 1996-97,350170.0,70.0
E12000001,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,32063.0,1994-95 - 1996-97,1388479.6666666667,2.0
E12000001,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,995721.3333333334,1994-95 - 1996-97,1388479.6666666667,72.0
E12000002,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,10120.666666666666,1994-95 - 1996-97,1342532.3333333335,1.0
E12000002,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,822614.0,1994-95 - 1996-97,1342532.3333333335,61.0
E12000002,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,3958.0,1994-95 - 1996-97,625212.0,1.0
E12000002,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,469030.6666666667,1994-95 - 1996-97,625212.0,75.0
E12000002,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,0.0,1994-95 - 1996-97,172949.33333333334,0.0
E12000002,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,137239.33333333334,1994-95 - 1996-97,172949.33333333334,79.0
E12000002,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,2579.3333333333335,1994-95 - 1996-97,964953.6666666667,0.0
E12000002,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,689625.3333333334,1994-95 - 1996-97,964953.6666666667,71.0
E12000002,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,87074.33333333333,1994-95 - 1996-97,3613385.0,2.0
E12000002,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2760984.6666666665,1994-95 - 1996-97,3613385.0,76.0
E12000003,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,11575.0,1994-95 - 1996-97,963921.6666666666,1.0
E12000003,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,600395.6666666666,1994-95 - 1996-97,963921.6666666666,62.0
E12000003,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,2477.0,1994-95 - 1996-97,467500.6666666666,1.0
E12000003,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,375373.3333333333,1994-95 - 1996-97,467500.6666666666,80.0
E12000003,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,1060.0,1994-95 - 1996-97,113206.0,1.0
E12000003,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,91594.33333333333,1994-95 - 1996-97,113206.0,81.0
E12000003,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,9736.0,1994-95 - 1996-97,705100.0,1.0
E12000003,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,467256.3333333333,1994-95 - 1996-97,705100.0,66.0
E12000003,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,81119.0,1994-95 - 1996-97,2632666.3333333335,3.0
E12000003,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1954486.6666666667,1994-95 - 1996-97,2632666.3333333335,74.0
E12000001,In low income (below threshold),0 to 4,In low income (below threshold),population,168605.33333333334,1995-96 - 1997-98,469321.0,36.0
E12000001,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,23189.333333333332,1995-96 - 1997-98,469321.0,5.0
E12000001,In low income (below threshold),11 to 15,In low income (below threshold),population,57602.333333333336,1995-96 - 1997-98,263614.3333333334,22.0
E12000001,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,15407.666666666666,1995-96 - 1997-98,263614.3333333334,6.0
E12000001,In low income (below threshold),16 to 19,In low income (below threshold),population,9284.0,1995-96 - 1997-98,56520.666666666664,16.0
E12000001,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,1022.0,1995-96 - 1997-98,56520.666666666664,2.0
E12000001,In low income (below threshold),5 to 10,In low income (below threshold),population,92836.66666666667,1995-96 - 1997-98,362668.6666666667,26.0
E12000001,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,18001.666666666668,1995-96 - 1997-98,362668.6666666667,5.0
E12000001,In low income (below threshold),No children in the family,In low income (below threshold),population,254913.66666666666,1995-96 - 1997-98,1384068.6666666667,18.0
E12000001,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,106258.66666666667,1995-96 - 1997-98,1384068.6666666667,8.0
E12000002,In low income (below threshold),0 to 4,In low income (below threshold),population,379878.6666666667,1995-96 - 1997-98,1307567.0,29.0
E12000002,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,111677.33333333333,1995-96 - 1997-98,1307567.0,9.0
E12000002,In low income (below threshold),11 to 15,In low income (below threshold),population,117359.0,1995-96 - 1997-98,605971.0,19.0
E12000002,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,37804.666666666664,1995-96 - 1997-98,605971.0,6.0
E12000002,In low income (below threshold),16 to 19,In low income (below threshold),population,27916.0,1995-96 - 1997-98,167510.0,17.0
E12000002,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,6446.666666666667,1995-96 - 1997-98,167510.0,4.0
E12000002,In low income (below threshold),5 to 10,In low income (below threshold),population,236134.66666666666,1995-96 - 1997-98,990587.6666666667,24.0
E12000002,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,64856.666666666664,1995-96 - 1997-98,990587.6666666667,7.0
E12000002,In low income (below threshold),No children in the family,In low income (below threshold),population,529610.6666666666,1995-96 - 1997-98,3632031.0,15.0
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,240259.0,1995-96 - 1997-98,3632031.0,7.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,313109.3333333333,1995-96 - 1997-98,960466.3333333333,33.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,43041.333333333336,1995-96 - 1997-98,960466.3333333333,4.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,71390.33333333333,1995-96 - 1997-98,486552.6666666666,15.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,19700.0,1995-96 - 1997-98,486552.6666666666,4.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,8696.0,1995-96 - 1997-98,114276.0,8.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,2825.0,1995-96 - 1997-98,114276.0,2.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,183270.33333333334,1995-96 - 1997-98,688850.6666666667,27.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,36292.333333333336,1995-96 - 1997-98,688850.6666666667,5.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,427900.3333333333,1995-96 - 1997-98,2630531.333333333,16.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,148328.66666666666,1995-96 - 1997-98,2630531.333333333,6.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,4864.333333333333,1995-96 - 1997-98,469321.0,1.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,272662.0,1995-96 - 1997-98,469321.0,58.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,0.0,1995-96 - 1997-98,263614.3333333334,0.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,190604.33333333334,1995-96 - 1997-98,263614.3333333334,72.0
E12000001,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,0.0,1995-96 - 1997-98,56520.666666666664,0.0
E12000001,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,46214.666666666664,1995-96 - 1997-98,56520.666666666664,82.0
E12000001,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,1208.0,1995-96 - 1997-98,362668.6666666667,0.0
E12000001,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,250622.33333333334,1995-96 - 1997-98,362668.6666666667,69.0
E12000001,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,29179.333333333332,1995-96 - 1997-98,1384068.6666666667,2.0
E12000001,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,993717.0,1995-96 - 1997-98,1384068.6666666667,72.0
E12000002,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,9249.666666666666,1995-96 - 1997-98,1307567.0,1.0
E12000002,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,806761.3333333334,1995-96 - 1997-98,1307567.0,62.0
E12000002,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,5224.666666666667,1995-96 - 1997-98,605971.0,1.0
E12000002,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,445582.6666666667,1995-96 - 1997-98,605971.0,74.0
E12000002,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,673.0,1995-96 - 1997-98,167510.0,0.0
E12000002,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,132474.33333333334,1995-96 - 1997-98,167510.0,79.0
E12000002,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,6326.0,1995-96 - 1997-98,990587.6666666667,1.0
E12000002,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,683270.3333333334,1995-96 - 1997-98,990587.6666666667,69.0
E12000002,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,88759.0,1995-96 - 1997-98,3632031.0,2.0
E12000002,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2773402.3333333335,1995-96 - 1997-98,3632031.0,76.0
E12000003,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,6518.666666666667,1995-96 - 1997-98,960466.3333333333,1.0
E12000003,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,597797.0,1995-96 - 1997-98,960466.3333333333,62.0
E12000003,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,3670.0,1995-96 - 1997-98,486552.6666666666,1.0
E12000003,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,391792.3333333333,1995-96 - 1997-98,486552.6666666666,81.0
E12000003,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,720.0,1995-96 - 1997-98,114276.0,1.0
E12000003,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,102035.0,1995-96 - 1997-98,114276.0,89.0
E12000003,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,6369.0,1995-96 - 1997-98,688850.6666666667,1.0
E12000003,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,462919.0,1995-96 - 1997-98,688850.6666666667,67.0
E12000003,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,73408.33333333333,1995-96 - 1997-98,2630531.333333333,3.0
E12000003,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1980894.0,1995-96 - 1997-98,2630531.333333333,75.0
E12000001,In low income (below threshold),0 to 4,In low income (below threshold),population,173269.33333333334,1996-97 - 1998-99,444885.0,39.0
E12000001,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,21237.333333333332,1996-97 - 1998-99,444885.0,5.0
E12000001,In low income (below threshold),11 to 15,In low income (below threshold),population,64650.666666666664,1996-97 - 1998-99,264285.6666666667,24.0
E12000001,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,14752.666666666666,1996-97 - 1998-99,264285.6666666667,6.0
E12000001,In low income (below threshold),16 to 19,In low income (below threshold),population,11323.0,1996-97 - 1998-99,63477.666666666664,18.0
E12000001,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,1016.0,1996-97 - 1998-99,63477.666666666664,2.0
E12000001,In low income (below threshold),5 to 10,In low income (below threshold),population,93617.0,1996-97 - 1998-99,370673.3333333334,25.0
E12000001,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,21877.0,1996-97 - 1998-99,370673.3333333334,6.0
E12000001,In low income (below threshold),No children in the family,In low income (below threshold),population,245979.0,1996-97 - 1998-99,1385280.6666666667,18.0
E12000001,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,96577.33333333333,1996-97 - 1998-99,1385280.6666666667,7.0
E12000002,In low income (below threshold),0 to 4,In low income (below threshold),population,423103.3333333333,1996-97 - 1998-99,1273811.3333333333,33.0
E12000002,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,100352.33333333333,1996-97 - 1998-99,1273811.3333333333,8.0
E12000002,In low income (below threshold),11 to 15,In low income (below threshold),population,122771.0,1996-97 - 1998-99,595890.0,21.0
E12000002,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,36510.666666666664,1996-97 - 1998-99,595890.0,6.0
E12000002,In low income (below threshold),16 to 19,In low income (below threshold),population,24752.0,1996-97 - 1998-99,179468.0,14.0
E12000002,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,7404.333333333333,1996-97 - 1998-99,179468.0,4.0
E12000002,In low income (below threshold),5 to 10,In low income (below threshold),population,266415.3333333333,1996-97 - 1998-99,999802.0,27.0
E12000002,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,55421.666666666664,1996-97 - 1998-99,999802.0,6.0
E12000002,In low income (below threshold),No children in the family,In low income (below threshold),population,558410.0,1996-97 - 1998-99,3642323.3333333335,15.0
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,220074.66666666666,1996-97 - 1998-99,3642323.3333333335,6.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,327037.0,1996-97 - 1998-99,943637.3333333333,35.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,42232.666666666664,1996-97 - 1998-99,943637.3333333333,4.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,72903.33333333333,1996-97 - 1998-99,484586.3333333333,15.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,19984.666666666668,1996-97 - 1998-99,484586.3333333333,4.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,12293.0,1996-97 - 1998-99,125643.0,10.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,2102.0,1996-97 - 1998-99,125643.0,2.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,192828.66666666666,1996-97 - 1998-99,697525.3333333334,28.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,32156.666666666668,1996-97 - 1998-99,697525.3333333334,5.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,439559.3333333333,1996-97 - 1998-99,2627782.6666666665,17.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,146573.0,1996-97 - 1998-99,2627782.6666666665,6.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,2986.3333333333335,1996-97 - 1998-99,444885.0,1.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,247392.0,1996-97 - 1998-99,444885.0,56.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,0.0,1996-97 - 1998-99,264285.6666666667,0.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,184882.33333333334,1996-97 - 1998-99,264285.6666666667,70.0
E12000001,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,0.0,1996-97 - 1998-99,63477.666666666664,0.0
E12000001,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,51138.666666666664,1996-97 - 1998-99,63477.666666666664,81.0
E12000001,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,1208.0,1996-97 - 1998-99,370673.3333333334,0.0
E12000001,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,253971.33333333334,1996-97 - 1998-99,370673.3333333334,69.0
E12000001,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,33674.0,1996-97 - 1998-99,1385280.6666666667,2.0
E12000001,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1009050.3333333334,1996-97 - 1998-99,1385280.6666666667,73.0
E12000002,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,7040.666666666667,1996-97 - 1998-99,1273811.3333333333,1.0
E12000002,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,743315.0,1996-97 - 1998-99,1273811.3333333333,58.0
E12000002,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,4394.666666666667,1996-97 - 1998-99,595890.0,1.0
E12000002,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,432213.6666666667,1996-97 - 1998-99,595890.0,73.0
E12000002,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,673.0,1996-97 - 1998-99,179468.0,0.0
E12000002,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,146638.66666666666,1996-97 - 1998-99,179468.0,82.0
E12000002,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,8868.666666666666,1996-97 - 1998-99,999802.0,1.0
E12000002,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,669096.3333333334,1996-97 - 1998-99,999802.0,67.0
E12000002,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,93966.33333333333,1996-97 - 1998-99,3642323.3333333335,3.0
E12000002,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2769872.3333333335,1996-97 - 1998-99,3642323.3333333335,76.0
E12000003,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,5395.0,1996-97 - 1998-99,943637.3333333333,1.0
E12000003,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,568972.6666666666,1996-97 - 1998-99,943637.3333333333,60.0
E12000003,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,4089.0,1996-97 - 1998-99,484586.3333333333,1.0
E12000003,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,387609.3333333333,1996-97 - 1998-99,484586.3333333333,80.0
E12000003,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,720.0,1996-97 - 1998-99,125643.0,1.0
E12000003,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,110528.0,1996-97 - 1998-99,125643.0,88.0
E12000003,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,6192.333333333333,1996-97 - 1998-99,697525.3333333334,1.0
E12000003,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,466347.6666666667,1996-97 - 1998-99,697525.3333333334,67.0
E12000003,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,74006.0,1996-97 - 1998-99,2627782.6666666665,3.0
E12000003,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1967644.3333333333,1996-97 - 1998-99,2627782.6666666665,75.0
E12000001,In low income (below threshold),0 to 4,In low income (below threshold),population,167635.33333333334,1997-98 - 1999-00,422707.6666666667,40.0
E12000001,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,23142.333333333332,1997-98 - 1999-00,422707.6666666667,5.0
E12000001,In low income (below threshold),11 to 15,In low income (below threshold),population,64191.333333333336,1997-98 - 1999-00,264877.3333333333,24.0
E12000001,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,18018.333333333332,1997-98 - 1999-00,264877.3333333333,7.0
E12000001,In low income (below threshold),16 to 19,In low income (below threshold),population,11534.666666666666,1997-98 - 1999-00,63376.33333333333,18.0
E12000001,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,1120.6666666666667,1997-98 - 1999-00,63376.33333333333,2.0
E12000001,In low income (below threshold),5 to 10,In low income (below threshold),population,97134.66666666667,1997-98 - 1999-00,376107.3333333333,26.0
E12000001,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,21918.0,1997-98 - 1999-00,376107.3333333333,6.0
E12000001,In low income (below threshold),No children in the family,In low income (below threshold),population,258966.66666666666,1997-98 - 1999-00,1392643.3333333333,19.0
E12000001,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,88762.66666666667,1997-98 - 1999-00,1392643.3333333333,6.0
E12000002,In low income (below threshold),0 to 4,In low income (below threshold),population,418154.3333333333,1997-98 - 1999-00,1253747.6666666665,33.0
E12000002,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,96654.33333333333,1997-98 - 1999-00,1253747.6666666665,8.0
E12000002,In low income (below threshold),11 to 15,In low income (below threshold),population,126099.33333333333,1997-98 - 1999-00,628402.3333333333,20.0
E12000002,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,36820.666666666664,1997-98 - 1999-00,628402.3333333333,6.0
E12000002,In low income (below threshold),16 to 19,In low income (below threshold),population,22275.666666666668,1997-98 - 1999-00,164583.66666666666,14.0
E12000002,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,7664.0,1997-98 - 1999-00,164583.66666666666,5.0
E12000002,In low income (below threshold),5 to 10,In low income (below threshold),population,260875.66666666666,1997-98 - 1999-00,992770.3333333333,26.0
E12000002,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,54552.333333333336,1997-98 - 1999-00,992770.3333333333,5.0
E12000002,In low income (below threshold),No children in the family,In low income (below threshold),population,544349.0,1997-98 - 1999-00,3639244.666666667,15.0
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,212862.66666666666,1997-98 - 1999-00,3639244.666666667,6.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,332883.3333333333,1997-98 - 1999-00,926032.6666666666,36.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,42676.0,1997-98 - 1999-00,926032.6666666666,5.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,77259.33333333333,1997-98 - 1999-00,486280.0,16.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,19708.0,1997-98 - 1999-00,486280.0,4.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,16374.666666666666,1997-98 - 1999-00,130830.33333333334,13.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,1570.0,1997-98 - 1999-00,130830.33333333334,1.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,174864.33333333334,1997-98 - 1999-00,682251.6666666667,26.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,36990.333333333336,1997-98 - 1999-00,682251.6666666667,5.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,454207.3333333333,1997-98 - 1999-00,2651672.0,17.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,145565.33333333334,1997-98 - 1999-00,2651672.0,5.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,1478.0,1997-98 - 1999-00,422707.6666666667,0.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,230452.0,1997-98 - 1999-00,422707.6666666667,55.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,0.0,1997-98 - 1999-00,264877.3333333333,0.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,182667.66666666666,1997-98 - 1999-00,264877.3333333333,69.0
