date,geography_code,geography_name,variable_name,value
2023-08,E05009067,Leadgate and Medomsley,Claimants as a proportion of residents aged 16-64,3.1
2023-08,E05009068,Lumley,Claimant count,90
2023-08,E05009068,Lumley,Claimants as a proportion of residents aged 16-64,2
2023-08,E05009069,Murton,Claimant count,215
2023-08,E05009069,Murton,Claimants as a proportion of residents aged 16-64,4.2
2023-08,E05009070,Neville's Cross,Claimant count,35
2023-08,E05009070,Neville's Cross,Claimants as a proportion of residents aged 16-64,0.3
2023-08,E05009071,North Lodge,Claimant count,20
2023-08,E05009071,North Lodge,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05009072,Passfield,Claimant count,100
2023-08,E05009072,Passfield,Claimants as a proportion of residents aged 16-64,3.9
2023-08,E05009073,Pelton,Claimant count,205
2023-08,E05009073,Pelton,Claimants as a proportion of residents aged 16-64,2.6
2023-08,E05009074,Peterlee East,Claimant count,285
2023-08,E05009074,Peterlee East,Claimants as a proportion of residents aged 16-64,6.5
2023-08,E05009075,Peterlee West,Claimant count,205
2023-08,E05009075,Peterlee West,Claimants as a proportion of residents aged 16-64,4.1
2023-08,E05009076,Sacriston,Claimant count,150
2023-08,E05009076,Sacriston,Claimants as a proportion of residents aged 16-64,3.1
2023-08,E05009077,Seaham,Claimant count,65
2023-08,E05009077,Seaham,Claimants as a proportion of residents aged 16-64,1.5
2023-08,E05009078,Sedgefield,Claimant count,95
2023-08,E05009078,Sedgefield,Claimants as a proportion of residents aged 16-64,2
2023-08,E05009079,Sherburn,Claimant count,120
2023-08,E05009079,Sherburn,Claimants as a proportion of residents aged 16-64,2.3
2023-08,E05009080,Shildon and Dene Valley,Claimant count,430
2023-08,E05009080,Shildon and Dene Valley,Claimants as a proportion of residents aged 16-64,5.3
2023-08,E05009081,Shotton and South Hetton,Claimant count,275
2023-08,E05009081,Shotton and South Hetton,Claimants as a proportion of residents aged 16-64,4.7
2023-08,E05009082,Spennymoor,Claimant count,235
2023-08,E05009082,Spennymoor,Claimants as a proportion of residents aged 16-64,3.5
2023-08,E05009083,Stanley,Claimant count,220
2023-08,E05009083,Stanley,Claimants as a proportion of residents aged 16-64,4
2023-08,E05009084,Tanfield,Claimant count,150
2023-08,E05009084,Tanfield,Claimants as a proportion of residents aged 16-64,3
2023-08,E05009085,Tow Law,Claimant count,120
2023-08,E05009085,Tow Law,Claimants as a proportion of residents aged 16-64,4.2
2023-08,E05009086,Trimdon and Thornley,Claimant count,360
2023-08,E05009086,Trimdon and Thornley,Claimants as a proportion of residents aged 16-64,4.4
2023-08,E05009087,Tudhoe,Claimant count,200
2023-08,E05009087,Tudhoe,Claimants as a proportion of residents aged 16-64,3.5
2023-08,E05009088,Weardale,Claimant count,75
2023-08,E05009088,Weardale,Claimants as a proportion of residents aged 16-64,1.6
2023-08,E05009089,West Auckland,Claimant count,150
2023-08,E05009089,West Auckland,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05009090,Willington and Hunwick,Claimant count,195
2023-08,E05009090,Willington and Hunwick,Claimants as a proportion of residents aged 16-64,3.6
2023-08,E05009091,Wingate,Claimant count,100
2023-08,E05009091,Wingate,Claimants as a proportion of residents aged 16-64,3.6
2023-08,E05009092,Woodhouse Close,Claimant count,285
2023-08,E05009092,Woodhouse Close,Claimants as a proportion of residents aged 16-64,5.5
2023-08,E05013038,Burn Valley,Claimant count,350
2023-08,E05013038,Burn Valley,Claimants as a proportion of residents aged 16-64,6.8
2023-08,E05013039,De Bruce,Claimant count,310
2023-08,E05013039,De Bruce,Claimants as a proportion of residents aged 16-64,6.3
2023-08,E05013040,Fens & Greatham,Claimant count,70
2023-08,E05013040,Fens & Greatham,Claimants as a proportion of residents aged 16-64,2
2023-08,E05013041,Foggy Furze,Claimant count,285
2023-08,E05013041,Foggy Furze,Claimants as a proportion of residents aged 16-64,5.4
2023-08,E05013042,Hart,Claimant count,75
2023-08,E05013042,Hart,Claimants as a proportion of residents aged 16-64,1.5
2023-08,E05013043,Headland & Harbour,Claimant count,325
2023-08,E05013043,Headland & Harbour,Claimants as a proportion of residents aged 16-64,6
2023-08,E05013044,Manor House,Claimant count,350
2023-08,E05013044,Manor House,Claimants as a proportion of residents aged 16-64,6.7
2023-08,E05013045,Rossmere,Claimant count,270
2023-08,E05013045,Rossmere,Claimants as a proportion of residents aged 16-64,5.7
2023-08,E05013046,Rural West,Claimant count,50
2023-08,E05013046,Rural West,Claimants as a proportion of residents aged 16-64,1.3
2023-08,E05013047,Seaton,Claimant count,75
2023-08,E05013047,Seaton,Claimants as a proportion of residents aged 16-64,1.8
2023-08,E05013048,Throston,Claimant count,230
2023-08,E05013048,Throston,Claimants as a proportion of residents aged 16-64,4.9
2023-08,E05013049,Victoria,Claimant count,520
2023-08,E05013049,Victoria,Claimants as a proportion of residents aged 16-64,9.4
2023-08,E05009853,Acklam,Claimant count,95
2023-08,E05009853,Acklam,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05009854,Ayresome,Claimant count,185
2023-08,E05009854,Ayresome,Claimants as a proportion of residents aged 16-64,4.9
2023-08,E05009855,Berwick Hills & Pallister,Claimant count,390
2023-08,E05009855,Berwick Hills & Pallister,Claimants as a proportion of residents aged 16-64,7.1
2023-08,E05009856,Brambles & Thorntree,Claimant count,380
2023-08,E05009856,Brambles & Thorntree,Claimants as a proportion of residents aged 16-64,7.3
2023-08,E05009857,Central,Claimant count,800
2023-08,E05009857,Central,Claimants as a proportion of residents aged 16-64,8.1
2023-08,E05009858,Coulby Newham,Claimant count,160
2023-08,E05009858,Coulby Newham,Claimants as a proportion of residents aged 16-64,3
2023-08,E05009859,Hemlington,Claimant count,245
2023-08,E05009859,Hemlington,Claimants as a proportion of residents aged 16-64,7
2023-08,E05009860,Kader,Claimant count,70
2023-08,E05009860,Kader,Claimants as a proportion of residents aged 16-64,2.6
2023-08,E05009861,Ladgate,Claimant count,135
2023-08,E05009861,Ladgate,Claimants as a proportion of residents aged 16-64,4.4
2023-08,E05009862,Linthorpe,Claimant count,155
2023-08,E05009862,Linthorpe,Claimants as a proportion of residents aged 16-64,3.8
2023-08,E05009863,Longlands & Beechwood,Claimant count,450
2023-08,E05009863,Longlands & Beechwood,Claimants as a proportion of residents aged 16-64,6.9
2023-08,E05009864,Marton East,Claimant count,75
2023-08,E05009864,Marton East,Claimants as a proportion of residents aged 16-64,2.3
2023-08,E05009865,Marton West,Claimant count,50
2023-08,E05009865,Marton West,Claimants as a proportion of residents aged 16-64,1.6
2023-08,E05009866,Newport,Claimant count,960
2023-08,E05009866,Newport,Claimants as a proportion of residents aged 16-64,11.3
2023-08,E05009867,North Ormesby,Claimant count,290
2023-08,E05009867,North Ormesby,Claimants as a proportion of residents aged 16-64,14.5
2023-08,E05009868,Nunthorpe,Claimant count,35
2023-08,E05009868,Nunthorpe,Claimants as a proportion of residents aged 16-64,1.3
2023-08,E05009869,Park,Claimant count,355
2023-08,E05009869,Park,Claimants as a proportion of residents aged 16-64,5.6
2023-08,E05009870,Park End & Beckfield,Claimant count,355
2023-08,E05009870,Park End & Beckfield,Claimants as a proportion of residents aged 16-64,7.7
2023-08,E05009871,Stainton & Thornton,Claimant count,30
2023-08,E05009871,Stainton & Thornton,Claimants as a proportion of residents aged 16-64,1.5
2023-08,E05009872,Trimdon,Claimant count,50
2023-08,E05009872,Trimdon,Claimants as a proportion of residents aged 16-64,1.7
2023-08,E05009093,Alnwick,Claimant count,170
2023-08,E05009093,Alnwick,Claimants as a proportion of residents aged 16-64,3
2023-08,E05009094,Amble,Claimant count,110
2023-08,E05009094,Amble,Claimants as a proportion of residents aged 16-64,3.3
2023-08,E05009095,Amble West with Warkworth,Claimant count,30
2023-08,E05009095,Amble West with Warkworth,Claimants as a proportion of residents aged 16-64,1.3
2023-08,E05009096,Ashington Central,Claimant count,180
2023-08,E05009096,Ashington Central,Claimants as a proportion of residents aged 16-64,5.7
2023-08,E05009097,Bamburgh,Claimant count,30
2023-08,E05009097,Bamburgh,Claimants as a proportion of residents aged 16-64,1.2
2023-08,E05009098,Bedlington Central,Claimant count,80
2023-08,E05009098,Bedlington Central,Claimants as a proportion of residents aged 16-64,2.7
2023-08,E05009099,Bedlington East,Claimant count,120
2023-08,E05009099,Bedlington East,Claimants as a proportion of residents aged 16-64,4.2
2023-08,E05009100,Bedlington West,Claimant count,55
2023-08,E05009100,Bedlington West,Claimants as a proportion of residents aged 16-64,2
2023-08,E05009101,Bellingham,Claimant count,45
2023-08,E05009101,Bellingham,Claimants as a proportion of residents aged 16-64,2
2023-08,E05009102,Berwick East,Claimant count,90
2023-08,E05009102,Berwick East,Claimants as a proportion of residents aged 16-64,3.1
2023-08,E05009103,Berwick North,Claimant count,75
2023-08,E05009103,Berwick North,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05009104,Berwick West with Ord,Claimant count,60
2023-08,E05009104,Berwick West with Ord,Claimants as a proportion of residents aged 16-64,2.6
2023-08,E05009106,Bywell,Claimant count,35
2023-08,E05009106,Bywell,Claimants as a proportion of residents aged 16-64,1.4
2023-08,E05009107,Choppington,Claimant count,115
2023-08,E05009107,Choppington,Claimants as a proportion of residents aged 16-64,4.1
2023-08,E05009108,College,Claimant count,185
2023-08,E05009108,College,Claimants as a proportion of residents aged 16-64,5.9
2023-08,E05009109,Corbridge,Claimant count,35
2023-08,E05009109,Corbridge,Claimants as a proportion of residents aged 16-64,1.6
2023-08,E05009110,Cowpen,Claimant count,170
2023-08,E05009110,Cowpen,Claimants as a proportion of residents aged 16-64,6.1
2023-08,E05009111,Cramlington East,Claimant count,145
2023-08,E05009111,Cramlington East,Claimants as a proportion of residents aged 16-64,5.2
2023-08,E05009112,Cramlington Eastfield,Claimant count,95
2023-08,E05009112,Cramlington Eastfield,Claimants as a proportion of residents aged 16-64,3.1
2023-08,E05009113,Cramlington North,Claimant count,20
2023-08,E05009113,Cramlington North,Claimants as a proportion of residents aged 16-64,0.7
2023-08,E05009114,Cramlington South East,Claimant count,55
2023-08,E05009114,Cramlington South East,Claimants as a proportion of residents aged 16-64,2.3
2023-08,E05009115,Cramlington Village,Claimant count,65
2023-08,E05009115,Cramlington Village,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05009116,Cramlington West,Claimant count,160
2023-08,E05009116,Cramlington West,Claimants as a proportion of residents aged 16-64,4.2
2023-08,E05009117,Croft,Claimant count,270
2023-08,E05009117,Croft,Claimants as a proportion of residents aged 16-64,9.2
2023-08,E05009118,Druridge Bay,Claimant count,120
2023-08,E05009118,Druridge Bay,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05009119,Haltwhistle,Claimant count,75
2023-08,E05009119,Haltwhistle,Claimants as a proportion of residents aged 16-64,2.7
2023-08,E05009120,Hartley,Claimant count,55
2023-08,E05009120,Hartley,Claimants as a proportion of residents aged 16-64,1.9
2023-08,E05009121,Haydon,Claimant count,55
2023-08,E05009121,Haydon,Claimants as a proportion of residents aged 16-64,2
2023-08,E05009122,Haydon and Hadrian,Claimant count,50
2023-08,E05009122,Haydon and Hadrian,Claimants as a proportion of residents aged 16-64,2
2023-08,E05009123,Hexham Central with Acomb,Claimant count,105
2023-08,E05009123,Hexham Central with Acomb,Claimants as a proportion of residents aged 16-64,3.9
2023-08,E05009124,Hexham East,Claimant count,80
2023-08,E05009124,Hexham East,Claimants as a proportion of residents aged 16-64,3
2023-08,E05009125,Hexham West,Claimant count,25
2023-08,E05009125,Hexham West,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05009126,Hirst,Claimant count,245
2023-08,E05009126,Hirst,Claimants as a proportion of residents aged 16-64,7.1
2023-08,E05009127,Holywell,Claimant count,105
2023-08,E05009127,Holywell,Claimants as a proportion of residents aged 16-64,3.5
2023-08,E05009128,Humshaugh,Claimant count,45
2023-08,E05009128,Humshaugh,Claimants as a proportion of residents aged 16-64,1.9
2023-08,E05009129,Isabella,Claimant count,210
2023-08,E05009129,Isabella,Claimants as a proportion of residents aged 16-64,7.3
2023-08,E05009130,Kitty Brewster,Claimant count,190
2023-08,E05009130,Kitty Brewster,Claimants as a proportion of residents aged 16-64,4.4
2023-08,E05009131,Longhorsley,Claimant count,35
2023-08,E05009131,Longhorsley,Claimants as a proportion of residents aged 16-64,1.4
2023-08,E05009132,Longhoughton,Claimant count,30
2023-08,E05009132,Longhoughton,Claimants as a proportion of residents aged 16-64,1
2023-08,E05009133,Lynemouth,Claimant count,90
2023-08,E05009133,Lynemouth,Claimants as a proportion of residents aged 16-64,3.3
2023-08,E05009134,Morpeth Kirkhill,Claimant count,60
2023-08,E05009134,Morpeth Kirkhill,Claimants as a proportion of residents aged 16-64,1.9
2023-08,E05009135,Morpeth North,Claimant count,50
2023-08,E05009135,Morpeth North,Claimants as a proportion of residents aged 16-64,1.9
2023-08,E05009136,Morpeth Stobhill,Claimant count,75
2023-08,E05009136,Morpeth Stobhill,Claimants as a proportion of residents aged 16-64,2.7
2023-08,E05009137,Newbiggin Central and East,Claimant count,115
2023-08,E05009137,Newbiggin Central and East,Claimants as a proportion of residents aged 16-64,4.5
2023-08,E05009139,Norham and Islandshires,Claimant count,35
2023-08,E05009139,Norham and Islandshires,Claimants as a proportion of residents aged 16-64,1.4
2023-08,E05009141,Plessey,Claimant count,70
2023-08,E05009141,Plessey,Claimants as a proportion of residents aged 16-64,3.3
2023-08,E05009142,Ponteland East and Stannington,Claimant count,30
2023-08,E05009142,Ponteland East and Stannington,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05009143,Ponteland North,Claimant count,40
2023-08,E05009143,Ponteland North,Claimants as a proportion of residents aged 16-64,1.5
2023-08,E05009144,Ponteland South with Heddon,Claimant count,30
2023-08,E05009144,Ponteland South with Heddon,Claimants as a proportion of residents aged 16-64,1.3
2023-08,E05009145,Ponteland West,Claimant count,25
2023-08,E05009145,Ponteland West,Claimants as a proportion of residents aged 16-64,1
2023-08,E05009146,Prudhoe North,Claimant count,60
2023-08,E05009146,Prudhoe North,Claimants as a proportion of residents aged 16-64,1.8
2023-08,E05009147,Prudhoe South,Claimant count,100
2023-08,E05009147,Prudhoe South,Claimants as a proportion of residents aged 16-64,2.9
2023-08,E05009148,Rothbury,Claimant count,55
2023-08,E05009148,Rothbury,Claimants as a proportion of residents aged 16-64,2
2023-08,E05009149,Seaton with Newbiggin West,Claimant count,120
2023-08,E05009149,Seaton with Newbiggin West,Claimants as a proportion of residents aged 16-64,3.7
2023-08,E05009151,Shilbottle,Claimant count,50
2023-08,E05009151,Shilbottle,Claimants as a proportion of residents aged 16-64,1.7
2023-08,E05009152,Sleekburn,Claimant count,110
2023-08,E05009152,Sleekburn,Claimants as a proportion of residents aged 16-64,4.1
2023-08,E05009153,South Blyth,Claimant count,35
2023-08,E05009153,South Blyth,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05009154,South Tynedale,Claimant count,30
2023-08,E05009154,South Tynedale,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05009155,Stakeford,Claimant count,60
2023-08,E05009155,Stakeford,Claimants as a proportion of residents aged 16-64,2.4
2023-08,E05009156,Stocksfield and Broomhaugh,Claimant count,45
2023-08,E05009156,Stocksfield and Broomhaugh,Claimants as a proportion of residents aged 16-64,1.8
2023-08,E05009157,Wensleydale,Claimant count,125
2023-08,E05009157,Wensleydale,Claimants as a proportion of residents aged 16-64,4.1
2023-08,E05009158,Wooler,Claimant count,25
2023-08,E05009158,Wooler,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05013270,Newsham,Claimant count,235
2023-08,E05013270,Newsham,Claimants as a proportion of residents aged 16-64,7.6
2023-08,E05013271,Seghill with Seaton Delaval,Claimant count,160
2023-08,E05013271,Seghill with Seaton Delaval,Claimants as a proportion of residents aged 16-64,4.1
2023-08,E05013862,Bothal,Claimant count,70
2023-08,E05013862,Bothal,Claimants as a proportion of residents aged 16-64,2.4
2023-08,E05013863,Pegswood,Claimant count,95
2023-08,E05013863,Pegswood,Claimants as a proportion of residents aged 16-64,2.9
2023-08,E05012437,Belmont,Claimant count,25
2023-08,E05012437,Belmont,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05012438,Brotton,Claimant count,125
2023-08,E05012438,Brotton,Claimants as a proportion of residents aged 16-64,3
2023-08,E05012439,Coatham,Claimant count,290
2023-08,E05012439,Coatham,Claimants as a proportion of residents aged 16-64,8.9
2023-08,E05012440,Dormanstown,Claimant count,155
2023-08,E05012440,Dormanstown,Claimants as a proportion of residents aged 16-64,5.5
2023-08,E05012441,Eston,Claimant count,290
2023-08,E05012441,Eston,Claimants as a proportion of residents aged 16-64,6.1
2023-08,E05012442,Grangetown,Claimant count,320
2023-08,E05012442,Grangetown,Claimants as a proportion of residents aged 16-64,8
2023-08,E05012443,Guisborough,Claimant count,205
2023-08,E05012443,Guisborough,Claimants as a proportion of residents aged 16-64,4.4
2023-08,E05012444,Hutton,Claimant count,80
2023-08,E05012444,Hutton,Claimants as a proportion of residents aged 16-64,2.4
2023-08,E05012445,Kirkleatham,Claimant count,215
2023-08,E05012445,Kirkleatham,Claimants as a proportion of residents aged 16-64,5.1
2023-08,E05012446,Lockwood,Claimant count,65
2023-08,E05012446,Lockwood,Claimants as a proportion of residents aged 16-64,4.6
2023-08,E05012447,Loftus,Claimant count,125
2023-08,E05012447,Loftus,Claimants as a proportion of residents aged 16-64,3.4
2023-08,E05012448,Longbeck,Claimant count,55
2023-08,E05012448,Longbeck,Claimants as a proportion of residents aged 16-64,2.5
2023-08,E05012449,Newcomen,Claimant count,110
2023-08,E05012449,Newcomen,Claimants as a proportion of residents aged 16-64,3.5
2023-08,E05012450,Normanby,Claimant count,130
2023-08,E05012450,Normanby,Claimants as a proportion of residents aged 16-64,3.2
2023-08,E05012451,Ormesby,Claimant count,125
2023-08,E05012451,Ormesby,Claimants as a proportion of residents aged 16-64,3.5
2023-08,E05012452,St Germain's,Claimant count,100
2023-08,E05012452,St Germain's,Claimants as a proportion of residents aged 16-64,2.5
2023-08,E05012453,Saltburn,Claimant count,95
2023-08,E05012453,Saltburn,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05012454,Skelton East,Claimant count,85
2023-08,E05012454,Skelton East,Claimants as a proportion of residents aged 16-64,3.3
2023-08,E05012455,Skelton West,Claimant count,80
2023-08,E05012455,Skelton West,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05012456,South Bank,Claimant count,265
2023-08,E05012456,South Bank,Claimants as a proportion of residents aged 16-64,8.1
2023-08,E05012457,Teesville,Claimant count,105
2023-08,E05012457,Teesville,Claimants as a proportion of residents aged 16-64,3
2023-08,E05012458,West Dyke,Claimant count,100
2023-08,E05012458,West Dyke,Claimants as a proportion of residents aged 16-64,2.8
2023-08,E05012459,Wheatlands,Claimant count,40
2023-08,E05012459,Wheatlands,Claimants as a proportion of residents aged 16-64,1.1
2023-08,E05012460,Zetland,Claimant count,60
2023-08,E05012460,Zetland,Claimants as a proportion of residents aged 16-64,2.3
2023-08,E05001527,Billingham Central,Claimant count,220
2023-08,E05001527,Billingham Central,Claimants as a proportion of residents aged 16-64,4.9
2023-08,E05001528,Billingham East,Claimant count,260
2023-08,E05001528,Billingham East,Claimants as a proportion of residents aged 16-64,5.9
2023-08,E05001529,Billingham North,Claimant count,90
2023-08,E05001529,Billingham North,Claimants as a proportion of residents aged 16-64,1.7
2023-08,E05001530,Billingham South,Claimant count,190
2023-08,E05001530,Billingham South,Claimants as a proportion of residents aged 16-64,4.8
2023-08,E05001531,Billingham West,Claimant count,35
2023-08,E05001531,Billingham West,Claimants as a proportion of residents aged 16-64,1.3
2023-08,E05001532,Bishopsgarth and Elm Tree,Claimant count,85
2023-08,E05001532,Bishopsgarth and Elm Tree,Claimants as a proportion of residents aged 16-64,2.3
