dimension_name,dimension
"Informal carers caring for a brother or sister, inside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_INSIDE_SIBLING
"Informal carers caring for a spouse or civil partner, inside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_INSIDE_SPOUSE
"Informal carers caring for a son or daughter, outside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_OUTSIDE_CHILD
"Informal carers caring for a parent, outside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_OUTSIDE_PARENT
"Informal carers caring for a spouse or civil partner, outside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:CARE_OUTSIDE_PARTNER
"Informal carers caring for a non relative, outside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:care_outside_non_rel
"Informal carers caring for a brother, sister or other relative, outside household (caring for one or more people)",str:field:FRSAD:V_F_FRSAD:care_outside_oth_rel
Disability Status of the Adult,str:field:FRSAD:V_F_FRSAD:DIS
Difficulty with dexterity,str:field:FRSAD:V_F_FRSAD:DEXTERITY
Difficulty with hearing,str:field:FRSAD:V_F_FRSAD:HEARING
Difficulty with learning,str:field:FRSAD:V_F_FRSAD:LEARNING
Difficulty with memory,str:field:FRSAD:V_F_FRSAD:MEMORY
Difficulty with mental health,str:field:FRSAD:V_F_FRSAD:MENTAL_HEALTH
Difficulty with mobility,str:field:FRSAD:V_F_FRSAD:MOBILITY
Social or behavioural difficulty,str:field:FRSAD:V_F_FRSAD:SOCIAL
Difficulty with stamina or breathing or fatigue,str:field:FRSAD:V_F_FRSAD:STAMINA
Difficulty with vision,str:field:FRSAD:V_F_FRSAD:VISION
Difficulty in other area of life,str:field:FRSAD:V_F_FRSAD:OTH_IMP
Employment Status of the Adult (high level breakdowns),str:field:FRSAD:V_F_FRSAD:EMPSTATTOT
Employment Status of the Adult (detailed breakdowns),str:field:FRSAD:V_F_FRSAD:EMPSTAT
Self-Employment Status of the Adult,str:field:FRSAD:V_F_FRSAD:SE_TYPE
Harmonised Ethnic Group of the Adult  high level (please calculate three year averages  click on i for the correct method),str:field:FRSAD:V_F_FRSAD:ETHTOT
Harmonised Ethnic Group of the Adult (please calculate three year averages click on i for the correct method),str:field:FRSAD:V_F_FRSAD:ETH
Asian Ethnicity Group of the Adult (please calculate three year averages  click on i for the correct method),str:field:FRSAD:V_F_FRSAD:ASIAN
"Main source of Household's total, gross Income",str:field:FRSAD:V_F_FRSAD:MAIN_SOURCE_INC
"Household total, gross Income from all sources (in bands with 100 widths) in latest prices (weekly, CPI adjusted real terms)",str:field:FRSAD:V_F_FRSAD:INC_BAND100
"Household total, gross Income from all sources (in bands with 100 widths) in year prices (weekly, in nominal terms)",str:field:FRSAD:V_F_FRSAD:INC_BAND100_INYR
"Household total, gross Income from all sources (in bands with 200 widths) in latest prices (weekly, CPI adjusted real terms)",str:field:FRSAD:V_F_FRSAD:INC_BAND200
"Household total, gross Income from all sources (in bands with 200 widths) in year prices (weekly, in nominal terms)",str:field:FRSAD:V_F_FRSAD:INC_BAND200_INYR
"Adult total, net Income received from all sources, in bands, in latest prices (weekly, CPI adjusted real terms)",str:field:FRSAD:V_F_FRSAD:NET_AMT_BAND
"Adult total, net Income received from all sources, in bands, in year prices (weekly, in nominal terms)",str:field:FRSAD:V_F_FRSAD:NET_AMT_BAND_INYR
Employment Status of the Adult (for pension type),str:field:FRSAD:V_F_FRSAD:PEN_EMPSTAT
Pension scheme participation of the Adult,str:field:FRSAD:V_F_FRSAD:ADULT_PEN_PART
Pension type of the Adult,str:field:FRSAD:V_F_FRSAD:ADULT_PEN_TYPE
Employer sponsored pension type of the Adult,str:field:FRSAD:V_F_FRSAD:ADULT_PEN_TYPE_EMP
Individual pension type of the Adult,str:field:FRSAD:V_F_FRSAD:ADULT_PEN_TYPE_IND
Pension type of the employed Adult,str:field:FRSAD:V_F_FRSAD:EMP_PEN_TYPE
Employer sponsored pension type of the employed Adult,str:field:FRSAD:V_F_FRSAD:EMP_PEN_TYPE_EMP
Pension type of the self-employed Adult,str:field:FRSAD:V_F_FRSAD:SE_PEN_TYPE
Pension type of the economically inactive Adult,str:field:FRSAD:V_F_FRSAD:INACT_PEN_TYPE
"Any accounts, excluding Post Office card accounts (POCAs) belonging to the Adult",str:field:FRSAD:V_F_FRSAD:ANY_EXC
"Any accounts, including Post Office card accounts (POCAs) belonging to the Adult",str:field:FRSAD:V_F_FRSAD:ANY_INC
"Any direct payment accounts, excluding Post Office card accounts (POCAs) belonging to the Adult",str:field:FRSAD:V_F_FRSAD:DPA_EXC
"Any direct payment accounts, including Post Office card accounts (POCAs) belonging to the Adult",str:field:FRSAD:V_F_FRSAD:DPA_INC
Any other bank or building society accounts belonging to the Adult,str:field:FRSAD:V_F_FRSAD:OTH_ACC
Any other type of asset belonging to the Adult,str:field:FRSAD:V_F_FRSAD:ANY_OTH
Basic bank accounts belonging to the Adult,str:field:FRSAD:V_F_FRSAD:BB_ACC
Company share schemes (profit sharing) belonging to the Adult,str:field:FRSAD:V_F_FRSAD:COMP
Credit union memberships of the Adult,str:field:FRSAD:V_F_FRSAD:CREDIT
Current accounts belonging to the Adult,str:field:FRSAD:V_F_FRSAD:CURR
Individual Saving Accounts (ISAs) belonging to the Adult,str:field:FRSAD:V_F_FRSAD:ISA
National savings bonds belonging to the Adult,str:field:FRSAD:V_F_FRSAD:NS_BOND
National Savings & Investments (NS&I) saving accounts belonging to the Adult,str:field:FRSAD:V_F_FRSAD:NSI_SAV
Post Office Card Accounts (POCAs) belonging to the Adult,str:field:FRSAD:V_F_FRSAD:POCA
Premium bonds belonging to the Adult,str:field:FRSAD:V_F_FRSAD:PREM
Unit trusts belonging to the Adult,str:field:FRSAD:V_F_FRSAD:UNIT
Unlinked endowment policies belonging to the Adult,str:field:FRSAD:V_F_FRSAD:ENDOW
Any informal assets belonging to the Adult,str:field:FRSAD:V_F_FRSAD:INF_ASSETS
