code,name
E05001648,Clifton
E05001649,Greenlands
E05001650,Hawes Side
E05001651,Highfield
E05001652,Ingthorpe
E05001653,Layton
E05001654,Marton
E05001655,Norbreck
E05001656,Park
E05001657,Squires Gate
E05001658,Stanley
E05001659,Talbot
E05001660,Tyldesley
E05001661,Victoria
E05001662,Warbreck
E05001663,Waterloo
E05008610,Alderley Edge
E05008611,Alsager
E05008612,Audlem
E05008613,Bollington
E05008614,Brereton Rural
E05008615,Broken Cross and Upton
E05008616,Bunbury
E05008617,Chelford
E05008618,Congleton East
E05008619,Congleton West
E05008620,Crewe Central
E05008621,Crewe East
E05008622,Crewe North
E05008623,Crewe St Barnabas
E05008624,Crewe South
E05008625,Crewe West
E05008626,Dane Valley
E05008627,Disley
E05008628,Gawsworth
E05008629,Handforth
E05008630,Haslington
E05008631,High Legh
E05008632,Knutsford
E05008633,Leighton
E05008634,Macclesfield Central
E05008635,Macclesfield East
E05008636,Macclesfield Hurdsfield
E05008637,Macclesfield South
E05008638,Macclesfield Tytherington
E05008639,Macclesfield West and Ivy
E05008640,Middlewich
E05008641,Mobberley
E05008642,Nantwich North and West
E05008643,Nantwich South and Stapeley
E05008644,Odd Rode
E05008645,Poynton East and Pott Shrigley
E05008646,Poynton West and Adlington
E05008647,Prestbury
E05008648,Sandbach Elworth
E05008649,Sandbach Ettiley Heath and Wheelock
E05008650,Sandbach Heath and East
E05008651,Sandbach Town
E05008652,Shavington
E05008653,Sutton
E05008654,Willaston and Rope
E05008655,Wilmslow Dean Row
E05008656,Wilmslow East
E05008657,Wilmslow Lacey Green
E05008658,Wilmslow West and Chorley
E05008659,Wistaston
E05008660,Wrenbury
E05008661,Wybunbury
E05012209,Blacon
E05012210,Central & Grange
E05012211,Chester City & the Garden Quarter
E05012212,Christleton & Huntington
E05012213,"Davenham, Moulton & Kingsmead"
E05012214,Farndon
E05012215,Frodsham
E05012216,Gowy Rural
E05012217,Great Boughton
E05012218,Handbridge Park
E05012219,Hartford & Greenbank
E05012220,Helsby
E05012221,Lache
E05012222,Ledsham & Manor
E05012223,Little Neston
E05012224,Malpas
E05012225,Marbury
E05012226,Neston
E05012227,Netherpool
E05012228,Newton & Hoole
E05012229,Northwich Leftwich
E05012230,Northwich Winnington & Castle
E05012231,Northwich Witton
E05012232,Parkgate
E05012233,Rudheath
E05012234,Sandstone
E05012235,Saughall & Mollington
E05012236,Shakerley
E05012237,Strawberry
E05012238,Sutton Villages
E05012239,Tarporley
E05012240,Tarvin & Kelsall
E05012241,Tattenhall
E05012242,Upton
E05012243,Weaver & Cuddington
E05012244,Westminster
E05012245,Whitby Groves
E05012246,Whitby Park
E05012247,Willaston & Thornton
E05012248,Winsford Dene
E05012249,Winsford Gravel
E05012250,Winsford Over & Verdin
E05012251,Winsford Swanlow
E05012252,Winsford Wharton
E05012253,Wolverham
E05014250,Aire Valley
E05014256,Bentham & Ingleton
E05014277,"Glusburn, Cross Hills & Sutton-in-Craven"
E05014294,Mid Craven
E05014316,Settle & Penyghent
E05014319,Skipton East & South
E05014320,Skipton North & Embsay-with-Eastby
E05014321,Skipton West & West Craven
E05014335,Wharfedale
E05014251,Aiskew & Leeming
E05014255,Bedale
E05014270,Easingwold
E05014276,Great Ayton
E05014282,Hillside & Raskelf
E05014283,Huby & Tollerton
E05014285,Hutton Rudby & Osmotherley
E05014295,Morton-on-Swale & Appleton Wiske
E05014298,Northallerton North & Brompton
E05014299,Northallerton South
E05014310,Romanby
E05014322,Sowerby & Topcliffe
E05014325,Stokesley
E05014327,Thirsk
E05014257,Bilton Grange & New Park
E05014258,Bilton & Nidd Gorge
E05014259,Boroughbridge & Claro
E05014267,Coppice Valley & Duchy
E05014273,Fairfax & Starbeck
E05014278,Harlow & St. Georges
E05014279,High Harrogate & Kingsley
E05014286,"Killinghall, Hampsthwaite & Saltergate"
E05014288,Knaresborough East
E05014289,Knaresborough West
E05014292,Masham & Fountains
E05014302,Oatlands & Pannal
E05014304,Ouseburn
E05014305,Pateley Bridge & Nidderdale
E05014308,Ripon Minster & Moorside
E05014309,Ripon Ure Bank & Spa
E05014323,Spofforth with Lower Wharfedale & Tockwith
E05014324,"Stray, Woodlands & Hookstone"
E05014331,Valley Gardens & Central Harrogate
E05014332,Washburn & Birstwith
E05014333,Wathvale & Bishop Monkton
E05014263,Catterick Village & Brompton-on-Swale
E05014280,Hipswell & Colburn
E05014290,Leyburn & Middleham
E05014297,North Richmondshire
E05014307,Richmond
E05014312,Scotton & Lower Wensleydale
E05014330,Upper Dales
E05014252,Amotherby & Ampleforth
E05014281,Helmsley & Sinnington
E05014284,Hunmanby & Sherburn
E05014287,Kirkbymoorside & Dales
E05014291,Malton
E05014300,Norton
E05014306,Pickering
E05014318,Sheriff Hutton & Derwent
E05014328,Thornton Dale & Wolds
E05014262,Castle
E05014265,Cayton
E05014268,Danby & Mulgrave
E05014269,Derwent Valley & Moor
E05014271,Eastfield
E05014272,Esk Valley & Coast
E05014274,Falsgrave & Stepney
E05014275,Filey
E05014296,Newby
E05014301,Northstead
E05014311,Scalby & the Coast
E05014313,Seamer
E05014334,Weaponness & Ramshill
E05014336,Whitby Streonshalh
E05014337,Whitby West
E05014338,Woodlands
E05014253,Appleton Roebuck & Church Fenton
E05014254,Barlby & Riccall
E05014260,Brayton & Barlow
E05014261,Camblesforth & Carlton
E05014264,Cawood & Escrick
E05014266,Cliffe & North Duffield
E05014293,Monk Fryston & South Milford
E05014303,Osgoldcross
E05014314,Selby East
E05014315,Selby West
E05014317,Sherburn in Elmet
E05014326,Tadcaster
E05014329,Thorpe Willoughby & Hambleton
E05000976,Central
E05000977,Cudworth
E05000978,Darfield
E05000979,Darton East
E05000980,Darton West
E05000981,Dearne North
E05000982,Dearne South
E05000983,Dodworth
E05000984,Hoyland Milton
E05000985,Kingstone
E05000986,Monk Bretton
E05000987,North East
E05000988,Old Town
E05000989,Penistone East
E05000990,Penistone West
E05000991,Rockingham
E05000992,Royston
E05000993,St Helens
E05000994,Stairfoot
E05000995,Wombwell
E05000996,Worsbrough
E05010728,Adwick le Street & Carcroft
E05010729,Armthorpe
E05010730,Balby South
E05010731,Bentley
E05010732,Bessacarr
E05010733,Conisbrough
E05010734,Edenthorpe & Kirk Sandall
E05010735,Edlington & Warmsworth
E05010736,Finningley
E05010737,Hatfield
E05010738,Hexthorpe & Balby North
E05010739,Mexborough
E05010740,Norton & Askern
E05010741,Roman Ridge
E05010742,Rossington & Bawtry
E05010743,Sprotbrough
E05010744,Stainforth & Barnby Dun
E05010745,Thorne & Moorends
E05010746,Tickhill & Wadsworth
E05010747,Town
E05010748,Wheatley Hills & Intake
E05012993,Anston & Woodsetts
E05012994,Aston & Todwick
E05012995,Aughton & Swallownest
E05012996,Boston Castle
E05012997,Bramley & Ravenfield
E05012998,Brinsworth
E05012999,Dalton & Thrybergh
E05013000,Dinnington
E05013001,Greasbrough
E05013002,Hellaby & Maltby West
E05013003,Hoober
E05013004,Keppel
E05013005,Kilnhurst & Swinton East
E05013006,Maltby East
E05013007,Rawmarsh East
E05013008,Rawmarsh West
E05013009,Rother Vale
E05013010,Rotherham East
E05013011,Rotherham West
E05013012,Sitwell
E05013013,Swinton Rockingham
E05013014,Thurcroft & Wickersley South
E05013015,Wales
E05013016,Wath
E05013017,Wickersley North
E05010857,Beauchief and Greenhill
E05010858,Beighton
E05010859,Birley
E05010860,Broomhill and Sharrow Vale
E05010861,Burngreave
E05010862,City
E05010863,Crookes and Crosspool
E05010864,Darnall
E05010865,Dore and Totley
E05010866,East Ecclesfield
E05010867,Ecclesall
E05010868,Firth Park
E05010869,Fulwood
E05010870,Gleadless Valley
E05010871,Graves Park
E05010872,Hillsborough
E05010873,Manor Castle
E05010874,Mosborough
E05010875,Nether Edge and Sharrow
E05010876,Park and Arbourthorne
E05010877,Richmond
E05010878,Shiregreen and Brightside
E05010879,Southey
E05010880,Stannington
E05010881,Stocksbridge and Upper Don
E05010882,Walkley
E05010883,West Ecclesfield
E05010884,Woodhouse
E05001341,Baildon
E05001342,Bingley
E05001343,Bingley Rural
E05001344,Bolton and Undercliffe
E05001345,Bowling and Barkerend
E05001346,Bradford Moor
E05001347,City
E05001348,Clayton and Fairweather Green
E05001349,Craven
E05001350,Eccleshill
E05001351,Great Horton
E05001352,Heaton
E05001353,Idle and Thackley
E05001354,Ilkley
E05001355,Keighley Central
E05001356,Keighley East
E05001357,Keighley West
E05001358,Little Horton
E05001359,Manningham
E05001360,Queensbury
E05001361,Royds
E05001362,Shipley
E05001363,Thornton and Allerton
E05001364,Toller
E05001365,Tong
E05001366,Wharfedale
E05001367,Wibsey
E05001368,Windhill and Wrose
E05001369,Worth Valley
E05001370,Wyke
E05001371,Brighouse
E05001372,Calder
E05001373,Elland
E05001374,Greetland and Stainland
E05001375,Hipperholme and Lightcliffe
E05001376,Illingworth and Mixenden
E05001377,Luddendenfoot
E05001378,Northowram and Shelf
E05001379,Ovenden
E05001380,Park
E05001381,Rastrick
E05001382,Ryburn
E05001383,Skircoat
E05001384,Sowerby Bridge
E05001385,Todmorden
E05001386,Town
E05001387,Warley
E05001389,Ashbrow
E05001390,Batley East
E05001391,Batley West
E05001392,Birstall and Birkenshaw
E05001393,Cleckheaton
E05001396,Dalton
E05001397,Denby Dale
E05001398,Dewsbury East
E05001399,Dewsbury South
E05001400,Dewsbury West
E05001401,Golcar
E05001402,Greenhead
E05001403,Heckmondwike
E05001405,Holme Valley South
E05001407,Lindley
E05001408,Liversedge and Gomersal
E05001409,Mirfield
E05001410,Newsome
E05008558,Almondbury
E05008559,Colne Valley
E05008560,Crosland Moor and Netherton
E05008561,Holme Valley North
E05008562,Kirkburton
E05011384,Ardsley & Robin Hood
E05011385,Armley
E05011387,Bramley & Stanningley
E05011388,Burmantofts & Richmond Hill
E05011389,Calverley & Farsley
E05011390,Chapel Allerton
E05011391,Cross Gates & Whinmoor
E05011394,Gipton & Harehills
E05011395,Guiseley & Rawdon
E05011396,Harewood
E05011397,Headingley & Hyde Park
E05011399,Hunslet & Riverside
E05011400,Killingbeck & Seacroft
E05011401,Kippax & Methley
E05011402,Kirkstall
E05011403,Little London & Woodhouse
E05011404,Middleton Park
E05011405,Moortown
E05011406,Morley North
E05011407,Morley South
E05011409,Pudsey
E05011410,Rothwell
E05011411,Roundhay
E05011413,Weetwood
E05011414,Wetherby
E05011547,Horsforth
E05011549,Otley & Yeadon
E05012647,Beeston & Holbeck
E05012648,Farnley & Wortley
E05012841,Adel & Wharfedale
E05012842,Alwoodley
E05013830,Garforth & Swillington
E05013831,Temple Newsam
E05001444,"Ackworth, North Elmsall and Upton"
E05001445,Airedale and Ferry Fryston
E05001446,Altofts and Whitwood
E05001447,Castleford Central and Glasshoughton
E05001448,"Crofton, Ryhill and Walton"
E05001449,Featherstone
E05001450,Hemsworth
E05001451,Horbury and South Ossett
E05001452,Knottingley
E05001453,Normanton
E05001454,Ossett
E05001455,Pontefract North
E05001456,Pontefract South
E05001457,South Elmsall and South Kirkby
E05001458,Stanley and Outwood East
E05001459,Wakefield East
E05001460,Wakefield North
E05001461,Wakefield Rural
E05001462,Wakefield South
E05001463,Wakefield West
E05001464,Wrenthorpe and Outwood West
E05011525,Avenue
E05011526,Beverley & Newland
E05011527,Boothferry
E05011528,Bricknell
E05011529,Central
E05011530,Derringham
E05011531,Drypool
E05011532,Holderness
E05011533,Ings
E05011534,Kingswood
E05011535,Longhill & Bilton Grange
E05011536,Marfleet
E05011537,Newington & Gipsyville
E05011538,North Carr
E05011539,Orchard Park
E05011540,Pickering
E05011541,St Andrew's & Docklands
E05011542,Southcoates
E05011543,Sutton
E05011544,University
E05011545,West Carr
E05001687,Beverley Rural
E05001688,Bridlington Central and Old Town
E05001689,Bridlington North
E05001690,Bridlington South
E05001691,Cottingham North
E05001692,Cottingham South
E05001693,Dale
E05001694,Driffield and Rural
E05001695,East Wolds and Coastal
E05001696,Goole North
E05001697,Goole South
E05001698,Hessle
E05001699,Howden
E05001700,Howdenshire
E05001701,Mid Holderness
E05001702,Minster and Woodmansey
E05001703,North Holderness
E05001704,Pocklington Provincial
E05001705,St Mary's
E05001706,"Snaith, Airmyn, Rawcliffe and Marshland"
E05001707,South East Holderness
E05001708,South Hunsley
E05001709,South West Holderness
E05001710,Tranby
E05001711,Willerby and Kirk Ella
E05001712,Wolds Weighton
E05001713,Croft Baker
E05001714,East Marsh
E05001715,Freshney
E05001716,Haverstoe
E05001717,Heneage
E05001718,Humberston and New Waltham
E05001719,Immingham
E05001720,Park
E05001721,Scartho
E05001722,Sidney Sussex
E05001723,South
E05001724,Waltham
E05001725,West Marsh
E05001726,Wolds
E05001727,Yarborough
E05001728,Ashby
E05001729,Axholme Central
E05001730,Axholme North
E05001731,Axholme South
E05001732,Barton
E05001733,Bottesford
E05001734,Brigg and Wolds
E05001735,Broughton and Appleby
E05001736,Brumby
E05001737,Burringham and Gunness
E05001738,Burton upon Stather and Winterton
E05001739,Crosby and Park
E05001740,Ferry
E05001741,Frodingham
E05001742,Kingsway with Lincoln Gardens
E05001743,Ridge
E05001744,Town
E05010311,Acomb
E05010312,Bishopthorpe
E05010313,Clifton
E05010314,Copmanthorpe
E05010315,Dringhouses & Woodthorpe
E05010316,Fishergate
E05010317,Fulford & Heslington
E05010318,Guildhall
E05010319,Haxby & Wigginton
E05010320,Heworth
E05010321,Heworth Without
E05010322,Holgate
E05010323,Hull Road
E05010324,Huntington & New Earswick
E05010325,Micklegate
E05010326,Osbaldwick & Derwent
E05010327,Rawcliffe & Clifton Without
E05010328,Rural West York
E05010329,Strensall
E05010330,Westfield
E05010331,Wheldrake
